SECONDS,prefix_cache_block_hit_rate
1746680948.3226156,0.0
1746680948.3766065,0.0
1746680948.4305463,0.0
1746680948.4934776,0.0
1746680948.5504756,0.0
1746680948.6065042,0.0
1746680948.662431,0.0
1746680948.7184315,0.0
1746680948.778469,0.0
1746680948.8386931,0.0
1746680948.9024525,0.0
1746680948.9593894,0.0
1746680949.019702,0.0
1746680949.080002,0.0
1746680949.156557,0.0
1746680949.2215009,0.0
1746680949.2745137,0.0
1746680949.3305085,0.0
1746680949.3840199,0.0
1746680949.4414668,0.0
1746680949.4975038,0.0
1746680949.5505233,0.0
1746680949.6065507,0.0
1746680949.6624708,0.0
1746680949.7187784,0.0
1746680949.7741604,0.0
1746680949.8479736,0.0
1746680949.9015927,0.0
1746680949.958759,0.0
1746680950.0145733,0.0
1746680950.0705433,0.0
1746680950.1265264,0.0
1746680950.182569,0.0
1746680950.2385805,0.0
1746680950.2968779,0.0
1746680950.3546083,0.0
1746680950.4105752,0.0
1746680950.466566,0.0
1746680950.538753,0.0
1746680950.61478,0.0
1746680950.6706612,0.0
1746680950.7266142,0.0
1746680950.7825878,0.0
1746680950.8416965,0.0
1746680950.8986325,0.0
1746680950.9546864,0.0
1746680951.0105681,0.0
1746680951.0665252,0.0
1746680951.1320634,0.0
1746680951.194703,0.0
1746680951.2587485,0.0
1746680951.3117683,0.0
1746680951.370751,0.0
1746680951.426615,0.0
1746680951.4947603,0.0
1746680951.5506876,0.0
1746680951.7003767,0.0
1746680951.759367,0.0
1746680951.814709,0.0
1746680951.8678653,0.0
1746680951.9266365,0.0
1746680951.9804614,0.0
1746680952.0386527,0.0
1746680952.0987031,0.0
1746680952.1533387,0.0
1746680952.2111158,0.0
1746680952.2710605,0.0
1746680952.3312376,0.0
1746680952.392125,0.0
1746680952.4526694,0.0
1746680952.513492,0.0
1746680952.57476,0.0
1746680952.6549292,0.0
1746680952.7079272,0.0
1746680952.7715435,0.0
1746680952.8283308,0.0
1746680952.8828413,0.0
1746680952.9388576,0.0
1746680952.9956305,0.0
1746680953.0494065,0.0
1746680953.1098187,0.0
1746680953.178101,0.0
1746680953.230938,0.0
1746680953.299244,0.0
1746680953.3590922,0.0
1746680953.414982,0.0
1746680953.4820096,0.0
1746680953.5370414,0.0
1746680953.5950158,0.0
1746680953.6620421,0.0
1746680953.7390897,0.0
1746680953.7931201,0.0
1746680953.8494728,0.0
1746680953.9139524,0.0
1746680953.9671314,0.0
1746680954.0258617,0.0
1746680954.0793593,0.0
1746680954.1395338,0.0
1746680954.1952257,0.0
1746680954.2630794,0.0
1746680954.319856,0.0
1746680954.3761063,0.0
1746680954.4364946,0.0
1746680954.4949377,0.0
1746680954.5530903,0.0
1746680954.6179514,0.0
1746680954.6764503,0.0
1746680954.7366126,0.0
1746680954.7946706,0.0
1746680954.859261,0.0
1746680954.9220529,0.0
1746680954.9872563,0.0
1746680955.0553935,0.0
1746680955.119083,0.0
1746680955.183069,0.0
1746680955.2471364,0.0
1746680955.3111312,0.0
1746680955.3819194,0.0
1746680955.4470787,0.0
1746680955.507242,0.0
1746680955.6991084,0.0
1746680955.7915714,0.0
1746680955.8594291,0.0
1746680955.923339,0.0
1746680955.9874408,0.0
1746680956.0555058,0.0
1746680956.1275337,0.0
1746680956.1913505,0.0
1746680956.2554839,0.0
1746680956.3234403,0.0
1746680956.388135,0.0
1746680956.4553654,0.0
1746680956.5233927,0.0
1746680956.5889852,0.0
1746680956.657187,0.0
1746680956.7274046,0.0
1746680956.7939157,0.0
1746680956.867557,0.0
1746680956.937898,0.0
1746680957.010016,0.0
1746680957.0791266,0.0
1746680957.1503074,0.0
1746680957.2192347,0.0
1746680957.285575,0.0
1746680957.3558455,0.0
1746680957.428192,0.0
1746680957.4957383,0.0
1746680957.5671449,0.0
1746680957.6391559,0.0
1746680957.7063143,0.0
1746680957.7769444,0.0
1746680957.847146,0.0
1746680957.922486,0.0
1746680957.9952023,0.0
1746680958.07515,0.0
1746680958.1471298,0.0
1746680958.2185571,0.0
1746680958.295139,0.0
1746680958.3671234,0.0
1746680958.4420936,0.0
1746680958.5190194,0.0
1746680958.5951252,0.0
1746680958.6711454,0.0
1746680958.7471128,0.0
1746680958.820817,0.0
1746680958.897298,0.0
1746680958.97513,0.0
1746680959.0552082,0.0
1746680959.1338918,0.0
1746680959.2077088,0.0
1746680959.2825797,0.0
1746680959.3622017,0.0
1746680959.4433043,0.0
1746680959.5233178,0.0
1746680959.6086729,0.0
1746680959.6814022,0.0
1746680959.754823,0.0
1746680959.8391607,0.0
1746680959.9002178,0.0
1746680959.956367,0.0
1746680960.022644,0.0
1746680960.0864782,0.0
1746680960.1489823,0.0
1746680960.2070796,0.0
1746680960.2702985,0.0
1746680960.3351984,0.0
1746680960.3981385,0.0
1746680960.4631538,0.0
1746680960.5271444,0.0
1746680960.5879319,0.0
1746680960.6482594,0.0
1746680960.7139957,0.0
1746680960.7820618,0.0
1746680960.8456652,0.0
1746680960.9094808,0.0
1746680960.982076,0.0
1746680961.0499694,0.0
1746680961.112593,0.0
1746680961.1832376,0.0
1746680961.247186,0.0
1746680961.3152537,0.0
1746680961.3833218,0.0
1746680961.4517894,0.0
1746680961.518354,0.0
1746680961.586193,0.0
1746680961.6511562,0.0
1746680961.7223122,0.0
1746680961.7872567,0.0
1746680961.8497517,0.0
1746680961.9158633,0.0
1746680961.9831257,0.0
1746680962.0540638,0.0
1746680962.1273403,0.0
1746680962.2072365,0.0
1746680962.26707,0.0
1746680962.3289819,0.0
1746680962.3992553,0.0
1746680962.4572034,0.0
1746680962.5221148,0.0
1746680962.5833032,0.0
1746680962.6460996,0.0
1746680962.7072356,0.0
1746680962.7705061,0.0
1746680962.8311665,0.0
1746680962.895132,0.0
1746680962.975366,0.0
1746680963.032508,0.0
1746680963.0953317,0.0
1746680963.1551957,0.0
1746680963.224011,0.0
1746680963.2912064,0.0
1746680963.3488514,0.0
1746680963.411156,0.0
1746680963.4710405,0.0
1746680963.5462818,0.0
1746680963.6222608,0.0
1746680963.6833167,0.0
1746680963.7458413,0.0
1746680963.810055,0.0
1746680963.8742847,0.0
1746680963.9381506,0.0
1746680964.0061183,0.0
1746680964.0710933,0.0
1746680964.1312177,0.0
1746680964.1992197,0.0
1746680964.2794394,0.0
1746680964.3496711,0.0
1746680964.4313982,0.0
1746680964.4951751,0.0
1746680964.5553195,0.0
1746680964.6180265,0.0
1746680964.679216,0.0
1746680964.7420845,0.0
1746680964.8033412,0.0
1746680964.8673794,0.0
1746680964.9312835,0.0
1746680964.9951987,0.0
1746680965.0593104,0.0
1746680965.1272893,0.0
1746680965.192877,0.0
1746680965.256102,0.0
1746680965.322891,0.0
1746680965.387024,0.0
1746680965.4487498,0.0
1746680965.5130692,0.0
1746680965.6354873,0.0
1746680965.6981714,0.0
1746680965.757493,0.0
1746680965.8192647,0.0
1746680965.8782203,0.0
1746680965.9386158,0.0
1746680966.006146,0.0
1746680966.0671284,0.0
1746680966.1380582,0.0
1746680966.203265,0.0
1746680966.2640133,0.0
1746680966.3242073,0.0
1746680966.3941994,0.0
1746680966.4576073,0.0
1746680966.5192063,0.0
1746680966.5830975,0.0
1746680966.6431189,0.0
1746680966.7032197,0.0
1746680966.7634978,0.0
1746680966.8311424,0.0
1746680966.895134,0.0
1746680966.9591453,0.0
1746680967.0231912,0.0
1746680967.0871227,0.0
1746680967.1511452,0.0
1746680967.2215905,0.0
1746680967.2920177,0.0
1746680967.3472092,0.0
1746680967.407218,0.0
1746680967.4643464,0.0
1746680967.5232155,0.0
1746680967.5811603,0.0
1746680967.6431036,0.0
1746680967.7297528,0.0
1746680967.819361,0.0
1746680967.875212,0.0
1746680967.9312077,0.0
1746680967.9872975,0.0
1746680968.04398,0.0
1746680968.100549,0.0
1746680968.1617408,0.0
1746680968.229689,0.0
1746680968.291161,0.0
1746680968.3511732,0.0
1746680968.4111533,0.0
1746680968.472098,0.0
1746680968.5311484,0.0
1746680968.595198,0.0
1746680968.65916,0.0
1746680968.7247362,0.0
1746680968.7831864,0.0
1746680968.8471599,0.0
1746680968.907921,0.0
1746680968.975119,0.0
1746680969.0391452,0.0
1746680969.1030877,0.0
1746680969.1670825,0.0
1746680969.237958,0.0
1746680969.303151,0.0
1746680969.370122,0.0
1746680969.439196,0.0
1746680969.5030584,0.0
1746680969.5671387,0.0
1746680969.6310148,0.0
1746680969.6991768,0.0
1746680969.7635782,0.0
1746680969.8352146,0.0
1746680969.9072614,0.0
1746680969.9725513,0.0
1746680970.057086,0.0
1746680970.1129663,0.0
1746680970.176051,0.0
1746680970.2443159,0.0
1746680970.3032737,0.0
1746680970.3609645,0.0
1746680970.4172792,0.0
1746680970.4833066,0.0
1746680970.5512955,0.0
1746680970.6100671,0.0
1746680970.6914566,0.0
1746680970.7489383,0.0
1746680970.811221,0.0
1746680970.871135,0.0
1746680970.929951,0.0
1746680970.998182,0.0
1746680971.0592115,0.0
1746680971.1261327,0.0
1746680971.1902983,0.0
1746680971.2593257,0.0
1746680971.3196895,0.0
1746680971.4064114,0.0
1746680971.4834564,0.0
1746680971.5461829,0.0
1746680971.6099913,0.0
1746680971.671332,0.0
1746680971.7341328,0.0
1746680971.7953522,0.0
1746680971.8594837,0.0
1746680971.9195597,0.0
1746680971.9874,0.0
1746680972.0541797,0.0
1746680972.116402,0.0
1746680972.1834402,0.0
1746680972.462405,0.0
1746680972.5395977,0.0
1746680972.6003952,0.0
1746680972.6646411,0.0
1746680972.7355993,0.0
