SECONDS,prefix_cache_block_hits
1746681718.149681,981889.0
1746681718.206402,991937.0
1746681718.258592,1001985.0
1746681718.3066592,1012033.0
1746681718.362198,1022081.0
1746681718.4143107,1032129.0
1746681718.4800155,1042561.0
1746681718.5359573,1053153.0
1746681718.5843601,1063745.0
1746681718.6426916,1074337.0
1746681718.6943173,1084929.0
1746681718.758675,1095681.0
1746681718.825689,1106433.0
1746681718.8856583,1117185.0
1746681718.9466603,1127937.0
1746681719.0190961,1139073.0
1746681719.0585659,1150209.0
1746681719.0825536,1161345.0
1746681719.1304407,1172481.0
1746681719.1595695,1183617.0
1746681719.2178512,1194753.0
1746681719.2475429,1205889.0
1746681719.3055658,1217025.0
1746681719.345678,1228161.0
1746681719.3853974,1239297.0
1746681719.4200969,1250433.0
1746681719.4511838,1261569.0
1746681719.5094204,1272705.0
1746681719.5393367,1283841.0
1746681719.5702512,1294977.0
1746681719.6214674,1306113.0
1746681719.6542113,1317249.0
1746681719.686187,1328385.0
1746681719.7221603,1339521.0
1746681719.7713106,1350657.0
1746681719.809089,1361793.0
1746681719.8540428,1372929.0
1746681719.930271,1384449.0
1746681720.0025392,1396001.0
1746681720.060847,1407553.0
1746681720.1274493,1419105.0
1746681720.1904404,1430657.0
1746681720.2504013,1442209.0
1746681720.3052795,1453761.0
1746681720.3569093,1465313.0
1746681720.40634,1476865.0
1746681720.4653938,1488417.0
1746681720.5180733,1499969.0
1746681720.5742846,1511521.0
1746681720.6272836,1523073.0
1746681720.697821,1534625.0
1746681720.7614074,1546177.0
1746681720.8182895,1557729.0
1746681720.890357,1569281.0
1746681720.9628468,1580833.0
1746681721.0261793,1592385.0
1746681721.1024294,1603937.0
1746681721.1560497,1615489.0
1746681721.2102795,1627041.0
1746681721.268695,1638593.0
1746681721.322281,1650145.0
1746681721.3822656,1661697.0
1746681721.4422503,1673249.0
1746681721.5063286,1684801.0
1746681721.590526,1696385.0
1746681721.6502328,1707969.0
1746681721.7173734,1719553.0
1746681721.7768877,1731137.0
1746681721.8342838,1742721.0
1746681721.901437,1754305.0
1746681721.9610424,1765889.0
1746681722.0186138,1777473.0
1746681722.0862684,1789057.0
1746681722.144047,1800641.0
1746681722.1950362,1812225.0
1746681722.266512,1823809.0
1746681722.334458,1835393.0
1746681722.406587,1846977.0
1746681722.4649265,1858561.0
1746681722.537451,1870145.0
1746681722.6024773,1881729.0
1746681722.670532,1893313.0
1746681722.7424636,1904897.0
1746681722.8259428,1916513.0
1746681722.8802102,1928129.0
1746681722.9544172,1940129.0
1746681723.0149372,1952129.0
1746681723.0903265,1964129.0
1746681723.164264,1976513.0
1746681723.2269788,1988897.0
1746681723.2952504,2001313.0
1746681723.3535044,2013729.0
1746681723.4023647,2026145.0
1746681723.4585197,2038561.0
1746681723.5112448,2050977.0
1746681723.5705245,2063393.0
1746681723.637947,2075809.0
1746681723.6923726,2088225.0
1746681723.7708704,2100641.0
1746681723.8347335,2113057.0
1746681723.9018087,2125473.0
1746681723.9657633,2137889.0
1746681724.0296955,2150305.0
1746681724.0937505,2162721.0
1746681724.1587968,2175137.0
1746681724.2147474,2187553.0
1746681724.2856646,2199969.0
1746681724.354748,2212385.0
1746681724.438598,2224961.0
1746681724.500077,2237537.0
1746681724.5719678,2250497.0
1746681724.6417625,2263617.0
1746681724.7097383,2276737.0
1746681724.7906723,2289889.0
1746681724.8578155,2303041.0
1746681724.9420266,2316577.0
1746681725.0029643,2330273.0
1746681725.0659618,2343969.0
1746681725.1318815,2357825.0
1746681725.196001,2371681.0
1746681725.270913,2385921.0
1746681725.3472414,2400545.0
1746681725.4110475,2415169.0
1746681725.4904668,2429825.0
1746681725.5590875,2444481.0
1746681725.625233,2459137.0
1746681725.6883934,2473793.0
1746681725.7548165,2488449.0
1746681725.8145645,2503105.0
1746681725.8813639,2517761.0
1746681725.9386961,2532417.0
1746681726.010908,2547073.0
1746681726.0752575,2561729.0
1746681726.14264,2576385.0
1746681726.2257373,2591041.0
1746681726.290625,2605697.0
1746681726.359227,2620353.0
1746681726.4154267,2635009.0
1746681726.4842198,2649665.0
1746681726.5455213,2664321.0
1746681726.6049259,2678977.0
1746681727.1081219,2693665.0
1746681727.1793714,2708353.0
1746681727.242634,2723041.0
1746681727.3010337,2737729.0
1746681727.3694212,2752417.0
1746681727.433153,2767105.0
1746681727.4987197,2781793.0
1746681727.5614386,2796481.0
1746681727.618759,2811169.0
1746681727.6898315,2825857.0
1746681727.7508,2840545.0
1746681727.8167949,2855233.0
1746681727.870265,2869921.0
1746681727.9386673,2884609.0
1746681728.0108411,2899297.0
1746681728.082742,2913985.0
1746681728.1618996,2928673.0
1746681728.2379153,2943361.0
1746681728.3028913,2958049.0
1746681728.3748565,2972737.0
1746681728.4428205,2987425.0
1746681728.5097322,3002113.0
1746681728.5762694,3016801.0
1746681728.6459653,3031489.0
1746681728.7152832,3046177.0
1746681729.0394478,3061249.0
1746681729.1029158,3076353.0
1746681729.1750767,3091841.0
1746681729.233043,3107329.0
1746681729.2928362,3122817.0
1746681729.3591285,3138337.0
1746681729.4148698,3153857.0
1746681729.4759164,3169377.0
1746681729.5389237,3184897.0
1746681729.6030064,3200417.0
1746681729.6832247,3215969.0
1746681729.7469776,3231521.0
1746681729.8108633,3247073.0
1746681729.8900592,3262625.0
1746681729.9620695,3278177.0
1746681730.0259717,3293729.0
1746681730.0870001,3309281.0
1746681730.1471667,3324833.0
1746681730.212589,3340385.0
1746681730.2775905,3355937.0
1746681730.3330123,3371489.0
1746681730.391004,3387041.0
1746681730.463049,3402593.0
1746681730.5329478,3418145.0
1746681730.610044,3433697.0
1746681730.6750624,3449249.0
1746681730.7470703,3464801.0
1746681730.825785,3480353.0
1746681730.8948495,3495905.0
1746681730.9743705,3511457.0
1746681731.0392282,3527009.0
1746681731.1070287,3542561.0
1746681731.18258,3558113.0
1746681731.2590625,3573665.0
1746681731.3285666,3589217.0
1746681731.392976,3604769.0
1746681731.4551122,3620321.0
1746681731.5190556,3635873.0
1746681732.0027332,3651809.0
1746681732.0862532,3668033.0
1746681732.1621573,3684257.0
1746681732.2353377,3700641.0
1746681732.2991874,3717025.0
1746681732.3754413,3733569.0
1746681732.4413173,3750113.0
1746681732.5300841,3766689.0
1746681732.5958412,3783265.0
1746681732.6589487,3799841.0
1746681732.7273853,3816417.0
1746681732.790951,3832993.0
1746681732.859171,3849569.0
1746681732.92143,3866145.0
1746681732.9830651,3882721.0
1746681733.055188,3899297.0
1746681733.1232674,3915873.0
1746681733.1955905,3932449.0
1746681733.2781208,3949025.0
1746681733.3511953,3965601.0
1746681733.4342003,3982177.0
1746681733.5115302,3998753.0
1746681733.57989,4015329.0
1746681733.6484363,4031905.0
1746681733.7113252,4048481.0
1746681733.7811942,4065057.0
1746681733.8446717,4081633.0
1746681733.9112148,4098209.0
1746681733.9728699,4114785.0
1746681734.0452585,4131361.0
1746681734.1214051,4147937.0
1746681734.1908534,4164513.0
1746681734.2630157,4181089.0
1746681734.3350713,4197665.0
1746681734.4140031,4214241.0
1746681734.4989944,4230849.0
1746681734.56293,4247457.0
1746681734.6350582,4264065.0
1746681734.7070282,4280673.0
1746681734.7795908,4297281.0
1746681734.8472455,4313889.0
1746681734.9112184,4330497.0
1746681735.122777,4347105.0
1746681735.1916053,4363713.0
1746681735.2592602,4380321.0
1746681735.3282309,4396929.0
1746681735.4273381,4413921.0
1746681735.5141659,4430913.0
1746681735.5872211,4447905.0
1746681735.6547778,4464897.0
1746681735.7341757,4481889.0
1746681735.8059742,4498881.0
1746681735.8725069,4515873.0
1746681735.955259,4532897.0
1746681736.0276766,4549921.0
1746681736.0925336,4566945.0
1746681736.1731937,4583969.0
1746681736.246666,4600993.0
1746681736.3042054,4618017.0
1746681736.3982496,4635041.0
1746681736.4832468,4652449.0
1746681736.5509238,4669857.0
1746681736.6292922,4687297.0
1746681736.691612,4704737.0
1746681736.7579615,4722177.0
1746681736.8335924,4739617.0
1746681736.9027536,4757089.0
1746681736.9624562,4774561.0
1746681737.026781,4792033.0
1746681737.0978105,4809505.0
1746681737.1589723,4826977.0
1746681737.2391877,4844833.0
1746681737.3219037,4862849.0
1746681737.390679,4880865.0
1746681737.4590154,4898881.0
1746681737.5420609,4917281.0
1746681737.6119194,4936065.0
1746681737.6746352,4954849.0
1746681737.7505932,4973633.0
1746681737.842954,4992577.0
1746681737.914699,5011521.0
1746681738.0017045,5030849.0
1746681738.0778215,5050561.0
1746681738.142853,5070273.0
1746681738.2068815,5089985.0
1746681738.282062,5109697.0
1746681738.3508542,5129409.0
1746681738.423393,5149281.0
1746681738.5107052,5169153.0
1746681738.579227,5189057.0
1746681738.6559792,5208961.0
1746681738.7273116,5229025.0
1746681738.7992094,5249089.0
1746681738.8805814,5269185.0
1746681738.946391,5289281.0
1746681739.0086758,5309377.0
1746681739.0631077,5329473.0
1746681739.1271,5349569.0
1746681739.2037282,5369665.0
1746681739.2630823,5389761.0
1746681739.343144,5409857.0
1746681739.4226546,5429953.0
1746681739.4818277,5450049.0
1746681739.5580435,5470145.0
1746681739.623078,5490241.0
1746681739.6879835,5510337.0
1746681739.7512052,5530433.0
1746681739.8151991,5550529.0
1746681739.8788433,5570625.0
1746681739.9428334,5590721.0
1746681740.019829,5610817.0
1746681740.0802307,5630913.0
1746681740.1510184,5651009.0
1746681740.2109132,5671105.0
1746681740.2910495,5691201.0
1746681740.3654075,5711297.0
1746681740.4338527,5731393.0
1746681740.4989815,5751489.0
1746681740.5628939,5771585.0
1746681740.751313,5792065.0
1746681740.8261251,5812929.0
1746681740.910709,5833825.0
1746681740.9710958,5854721.0
1746681741.0355067,5875617.0
1746681741.0910625,5896513.0
1746681741.15918,5917409.0
1746681741.2300503,5938305.0
1746681741.295125,5959201.0
1746681741.3551385,5980097.0
1746681741.4150786,6000993.0
1746681741.4807742,6021889.0
1746681741.53564,6042785.0
1746681741.599979,6063681.0
1746681741.6601343,6084577.0
1746681741.7320952,6105473.0
1746681741.7909837,6126369.0
1746681741.8631184,6147265.0
1746681741.9269612,6168161.0
1746681742.0262418,6189057.0
1746681742.095465,6209953.0
1746681742.1944697,6231233.0
1746681742.2660716,6252513.0
1746681742.3432848,6274177.0
1746681742.414172,6295841.0
1746681742.4957182,6317889.0
1746681742.5715702,6340321.0
1746681742.6472297,6363137.0
1746681742.7156074,6385985.0
1746681742.7839851,6408833.0
1746681742.8434083,6431681.0
1746681742.911382,6454529.0
1746681742.9830673,6477537.0
1746681743.0480397,6500545.0
1746681743.1302018,6523937.0
1746681743.1875038,6547329.0
1746681743.2621493,6570721.0
1746681743.3269181,6594113.0
1746681743.3972838,6617505.0
1746681743.478417,6641281.0
1746681743.5561018,6665441.0
1746681743.6424246,6689985.0
1746681743.726204,6714913.0
1746681743.8008013,6740225.0
1746681743.858947,6765537.0
1746681743.9247792,6791009.0
1746681743.9793258,6816481.0
1746681744.0433679,6841953.0
1746681744.1110146,6867425.0
1746681744.1821542,6892929.0
1746681744.2575583,6918817.0
1746681744.3273458,6944705.0
1746681744.3970132,6970753.0
1746681744.466252,6996801.0
1746681744.5422664,7023233.0
1746681744.6239598,7050049.0
1746681744.6913605,7076865.0
1746681744.7639222,7104065.0
1746681744.846211,7131265.0
1746681744.9302819,7158849.0
1746681744.9910321,7186433.0
1746681745.0713012,7214401.0
1746681745.1328201,7242369.0
1746681745.207291,7270369.0
1746681745.2693763,7298369.0
1746681745.3515997,7326753.0
1746681745.427571,7355297.0
1746681745.4933927,7383841.0
1746681745.5509007,7412385.0
1746681745.6108215,7440929.0
1746681745.687166,7469857.0
1746681745.7702174,7498945.0
1746681745.8347435,7528033.0
1746681745.9028873,7557505.0
1746681745.9764974,7587137.0
1746681746.0348094,7616769.0
1746681746.1018658,7646401.0
1746681746.1711867,7676417.0
1746681746.2555904,7706817.0
1746681746.3268871,7737217.0
1746681746.4036627,7768001.0
1746681746.4717891,7798785.0
1746681746.5399659,7829569.0
1746681746.6064265,7860353.0
1746681746.6865296,7891521.0
1746681746.7592566,7923073.0
1746681746.819373,7954625.0
1746681746.8863924,7986177.0
1746681746.9656434,8017761.0
1746681747.0381236,8049345.0
1746681747.0915012,8080929.0
1746681747.1460702,8112513.0
1746681747.210131,8144097.0
1746681747.2712204,8175681.0
1746681747.3314977,8207265.0
1746681747.3874803,8238849.0
1746681747.4557312,8270433.0
1746681747.5273347,8302017.0
1746681747.5911422,8333601.0
1746681747.6586988,8365185.0
1746681747.7296576,8396769.0
1746681747.7946844,8428353.0
1746681747.8659914,8459937.0
1746681747.92911,8491521.0
1746681748.0147772,8523489.0
1746681748.0896213,8555841.0
1746681748.1467648,8588225.0
1746681748.2111857,8620609.0
1746681748.2897775,8653025.0
1746681748.349675,8685441.0
1746681748.4137607,8717857.0
1746681748.4708397,8750273.0
1746681748.5387173,8782689.0
1746681748.6133845,8815105.0
1746681748.672145,8847521.0
1746681748.7432387,8880097.0
1746681748.8000298,8912673.0
1746681748.8760242,8945633.0
1746681748.9452856,8978753.0
1746681749.004405,9011873.0
1746681749.077064,9045153.0
1746681749.1406047,9078433.0
1746681749.2157202,9112097.0
1746681749.285083,9145921.0
1746681749.3512402,9179745.0
1746681749.404992,9213569.0
1746681749.474131,9247393.0
1746681749.5581098,9281601.0
1746681749.6190588,9315809.0
1746681749.6811051,9350049.0
1746681749.752176,9384673.0
1746681749.819816,9419297.0
1746681749.9016802,9454305.0
1746681749.9589784,9489313.0
1746681750.01974,9524321.0
1746681750.0901694,9559361.0
1746681750.159026,9594433.0
1746681750.2156253,9629505.0
1746681750.283858,9664961.0
1746681750.3543365,9700417.0
1746681750.4262109,9735873.0
1746681750.5142071,9771969.0
1746681750.5865192,9808065.0
1746681750.6517704,9844161.0
1746681750.7264328,9880641.0
1746681750.8032324,9917281.0
1746681750.856064,9953921.0
1746681750.924524,9990945.0
1746681750.9912896,10028353.0
1746681751.0579832,10065761.0
1746681751.1313639,10103553.0
1746681751.202122,10141345.0
1746681751.2739358,10179137.0
1746681751.3544807,10217313.0
1746681751.435178,10255521.0
1746681751.5071933,10293729.0
1746681751.5707004,10331937.0
1746681751.6419609,10370145.0
1746681751.699106,10408353.0
1746681751.7565565,10446561.0
1746681751.8312576,10484769.0
1746681751.8918185,10522977.0
1746681751.950985,10561185.0
1746681752.0191047,10599393.0
1746681752.0876105,10637601.0
1746681752.1662037,10675809.0
1746681752.2299085,10714017.0
1746681752.3060818,10752225.0
1746681752.3718414,10790433.0
1746681752.4552207,10828641.0
1746681752.5301187,10866849.0
1746681752.6221561,10905217.0
1746681752.686384,10943585.0
1746681752.7519746,10982113.0
1746681752.8302748,11020641.0
1746681752.9032843,11059329.0
1746681752.9712145,11098017.0
1746681753.0391986,11136737.0
1746681753.103387,11175457.0
1746681753.175362,11214561.0
1746681753.243255,11253665.0
1746681753.326317,11292801.0
1746681753.4103224,11332321.0
1746681753.4757454,11371841.0
1746681753.5473442,11411361.0
1746681753.6193779,11450881.0
1746681753.7062862,11490785.0
1746681753.7708445,11530689.0
1746681753.8419878,11570593.0
1746681753.9139822,11610497.0
1746681753.9773424,11650401.0
1746681754.047224,11690305.0
1746681754.1300683,11730241.0
1746681754.1849651,11770177.0
1746681754.241621,11810113.0
1746681754.3036819,11850049.0
1746681754.3628874,11889985.0
1746681754.4286695,11929921.0
1746681754.4899933,11969857.0
1746681754.5551844,12009793.0
1746681754.615924,12049729.0
1746681754.678875,12089665.0
1746681754.742541,12129601.0
1746681754.8072147,12169537.0
1746681754.883207,12209473.0
1746681754.947197,12249409.0
1746681755.0167158,12289345.0
1746681755.075059,12329281.0
1746681755.1437325,12369217.0
1746681755.2110798,12409153.0
1746681755.273118,12449089.0
1746681755.3456273,12489025.0
1746681755.4111168,12528961.0
1746681755.487441,12568897.0
1746681755.5834422,12608865.0
1746681755.654072,12648833.0
1746681755.707125,12688801.0
1746681755.7862785,12729153.0
1746681755.8572762,12769505.0
1746681755.9341865,12809857.0
1746681756.0120387,12850241.0
1746681756.075141,12890625.0
1746681756.13372,12931009.0
1746681756.20196,12971393.0
1746681756.2739568,13011777.0
1746681756.3501785,13052161.0
1746681756.4099085,13092545.0
1746681756.4982548,13132929.0
1746681756.5705798,13173313.0
1746681756.642092,13213697.0
1746681756.7150311,13254081.0
1746681756.7858074,13294465.0
1746681756.85342,13334849.0
1746681756.9297569,13375233.0
1746681756.9907968,13415617.0
1746681757.0589547,13456001.0
1746681757.1338356,13496385.0
1746681757.2072418,13536769.0
1746681757.3061156,13577537.0
1746681757.382206,13618465.0
1746681757.4503005,13659393.0
1746681757.5236237,13700481.0
1746681757.5874603,13741569.0
1746681757.6713338,13782689.0
1746681757.7324367,13823809.0
1746681757.8020816,13864929.0
1746681757.8660948,13906049.0
1746681757.9272199,13947169.0
1746681757.9940665,13988289.0
1746681758.055284,14029409.0
1746681758.1151977,14070529.0
1746681758.1901765,14111649.0
1746681758.2552545,14152769.0
1746681758.3261845,14193889.0
1746681758.4019675,14235009.0
1746681758.4669127,14276129.0
1746681758.538961,14317249.0
1746681758.611358,14358369.0
1746681758.6935115,14399489.0
1746681758.76975,14440609.0
1746681758.8309066,14481729.0
1746681758.9058053,14522849.0
1746681758.9665933,14563969.0
1746681759.0267012,14605089.0
1746681759.1095722,14646209.0
1746681759.1786702,14687329.0
1746681759.257553,14728449.0
1746681759.3232496,14769953.0
1746681759.398589,14811457.0
1746681759.4630413,14852993.0
1746681759.5254223,14894529.0
1746681759.5828168,14936065.0
1746681759.6453156,14977601.0
1746681759.7134116,15019137.0
1746681759.790145,15060673.0
1746681759.8619285,15102209.0
1746681759.9256775,15143745.0
1746681759.9939494,15185281.0
1746681760.0524757,15226817.0
1746681760.1149251,15268353.0
1746681760.1957026,15310049.0
1746681760.2660077,15351745.0
1746681760.3344905,15393441.0
1746681760.4045608,15435169.0
1746681760.4781249,15476929.0
1746681760.5513268,15519073.0
1746681760.6422553,15561377.0
1746681760.7113955,15603681.0
1746681760.7952127,15645985.0
1746681760.8555908,15688289.0
1746681760.9298584,15730977.0
1746681761.0033367,15774049.0
1746681761.0752962,15817121.0
1746681761.1597164,15860577.0
1746681761.250338,15904033.0
1746681761.3314161,15947873.0
1746681761.4154236,15991745.0
1746681761.4822202,16035617.0
1746681761.5395772,16079489.0
1746681761.6102347,16123361.0
1746681761.6824706,16167233.0
1746681761.7432506,16211105.0
1746681761.811335,16254977.0
1746681761.875331,16298849.0
1746681761.9474695,16342721.0
1746681762.0112941,16386593.0
1746681762.0792918,16430465.0
1746681762.1411915,16474337.0
1746681762.209568,16518209.0
1746681762.2793748,16562081.0
1746681762.3520303,16605953.0
1746681762.452065,16650209.0
1746681762.516,16694465.0
1746681762.587349,16738721.0
1746681762.6715448,16783361.0
1746681762.7393117,16828001.0
1746681762.8239887,16872673.0
1746681762.8900986,16917345.0
1746681762.9597685,16962017.0
1746681763.0434651,17006689.0
1746681763.1072164,17051361.0
1746681763.1670825,17096033.0
1746681763.232828,17140705.0
1746681763.2966523,17185377.0
1746681763.3592806,17230049.0
1746681763.423363,17274721.0
1746681763.483331,17319393.0
1746681763.555438,17364065.0
1746681763.6504207,17408897.0
1746681763.7235475,17453729.0
1746681763.8000245,17498593.0
1746681763.8808002,17543617.0
1746681763.9584281,17588641.0
1746681764.035595,17633697.0
1746681764.0984395,17678753.0
1746681764.1755576,17724193.0
1746681764.251756,17769793.0
1746681764.319606,17815393.0
1746681764.3901117,17861025.0
1746681764.466998,17906657.0
1746681764.5434256,17952673.0
1746681764.614118,17998721.0
1746681764.6863565,18044769.0
1746681764.755594,18090817.0
1746681764.8234453,18136865.0
1746681764.9064488,18182913.0
1746681764.987971,18229121.0
1746681765.0487056,18275329.0
1746681765.1234758,18321697.0
1746681765.1881542,18368065.0
1746681765.2662387,18414465.0
1746681765.3465273,18461249.0
1746681765.4303071,18508065.0
1746681765.5123289,18555265.0
1746681765.581415,18602625.0
1746681765.651736,18649985.0
1746681765.7349215,18697345.0
1746681765.8158863,18744865.0
1746681765.8866463,18792385.0
1746681765.963817,18840289.0
1746681766.046613,18888577.0
1746681766.1255147,18937249.0
1746681766.2017713,18986305.0
1746681766.2879393,19035745.0
1746681766.360273,19085185.0
1746681766.431188,19134625.0
1746681766.5038772,19184065.0
1746681766.5961819,19233889.0
1746681766.6651928,19283713.0
1746681766.7408552,19333921.0
1746681766.8174183,19384513.0
1746681766.8950124,19435105.0
1746681766.9843078,19485857.0
1746681767.0517929,19536609.0
1746681767.1208808,19587393.0
1746681767.2004867,19638561.0
1746681767.27939,19690113.0
1746681767.3440912,19741665.0
1746681767.411314,19793217.0
1746681767.479179,19844769.0
1746681767.5552707,19896321.0
1746681767.615148,19947873.0
1746681767.6831892,19999425.0
1746681767.7459497,20050977.0
1746681767.8118594,20102529.0
1746681767.89936,20154465.0
1746681767.9561126,20206401.0
1746681768.025288,20258337.0
1746681768.0850303,20310273.0
1746681768.1716802,20362593.0
1746681768.2589438,20414945.0
1746681768.3139198,20467297.0
1746681768.378303,20519649.0
1746681768.4463925,20572001.0
1746681768.5116322,20624353.0
1746681768.5875123,20676705.0
1746681768.6553888,20729057.0
1746681768.7194793,20781409.0
1746681768.7762282,20833761.0
1746681768.8394186,20886113.0
1746681768.9009206,20938465.0
1746681768.9602857,20990817.0
1746681769.0274172,21043169.0
1746681769.1064525,21095521.0
1746681769.1754992,21147873.0
1746681769.2462006,21200225.0
1746681769.3154342,21252577.0
1746681769.4195836,21305313.0
1746681769.4955018,21358433.0
1746681769.5635166,21411553.0
1746681769.6464982,21465057.0
1746681769.7115643,21518561.0
1746681769.7875655,21572449.0
1746681769.8528504,21626337.0
1746681769.944692,21680257.0
1746681770.0008152,21734177.0
1746681770.0597944,21788097.0
1746681770.1193562,21842017.0
1746681770.1837401,21895937.0
1746681770.2473655,21949857.0
1746681770.3031235,22003777.0
1746681770.3699043,22057697.0
1746681770.434915,22111617.0
1746681770.499117,22165537.0
1746681770.559062,22219457.0
1746681770.6219213,22273377.0
1746681770.6927495,22327297.0
1746681770.7550478,22381217.0
1746681770.83126,22435137.0
1746681770.910373,22489057.0
1746681770.971731,22542977.0
1746681771.043374,22596897.0
1746681771.1153107,22650817.0
1746681771.1872694,22704737.0
1746681771.261437,22758657.0
1746681771.3313754,22812577.0
1746681771.402352,22866497.0
1746681771.4718435,22920417.0
