SECONDS,prefix_cache_block_movements_cpu_to_nvme
1746681718.8856583,0.0
1746681718.9466603,0.0
1746681719.0190961,0.0
1746681719.0585659,0.0
1746681719.0825536,0.0
1746681719.1304407,0.0
1746681719.1595695,0.0
1746681719.2178512,0.0
1746681719.2475429,0.0
1746681719.3055658,0.0
1746681719.345678,0.0
1746681719.3853974,0.0
1746681719.4200969,0.0
1746681719.4511838,0.0
1746681719.5094204,0.0
1746681719.5393367,0.0
1746681719.5702512,0.0
1746681719.6214674,0.0
1746681719.6542113,0.0
1746681719.686187,0.0
1746681719.7221603,0.0
1746681719.7713106,0.0
1746681719.809089,0.0
1746681719.8540428,0.0
1746681719.930271,0.0
1746681720.0025392,0.0
1746681720.060847,0.0
1746681720.1274493,0.0
1746681720.1904404,0.0
1746681720.2504013,0.0
1746681720.3052795,0.0
1746681720.3569093,0.0
1746681720.40634,0.0
1746681720.4653938,0.0
1746681720.5180733,0.0
1746681720.5742846,0.0
1746681720.6272836,0.0
1746681720.697821,0.0
1746681720.7614074,0.0
1746681720.8182895,0.0
1746681720.890357,0.0
1746681720.9628468,0.0
1746681721.0261793,0.0
1746681721.1024294,0.0
1746681721.1560497,0.0
1746681721.2102795,0.0
1746681721.268695,0.0
1746681721.322281,0.0
1746681721.3822656,0.0
1746681721.4422503,0.0
1746681721.5063286,0.0
1746681721.590526,0.0
1746681721.6502328,0.0
1746681721.7173734,0.0
1746681721.7768877,0.0
1746681721.8342838,0.0
1746681721.901437,0.0
1746681721.9610424,0.0
1746681722.0186138,0.0
1746681722.0862684,0.0
1746681722.144047,0.0
1746681722.1950362,0.0
1746681722.266512,0.0
1746681722.334458,0.0
1746681722.406587,0.0
1746681722.4649265,0.0
1746681722.537451,0.0
1746681722.6024773,0.0
1746681722.670532,0.0
1746681722.7424636,0.0
1746681722.8259428,0.0
1746681722.8802102,0.0
1746681722.9544172,0.0
1746681723.0149372,0.0
1746681723.0903265,0.0
1746681723.164264,0.0
1746681723.2269788,0.0
1746681723.2952504,0.0
1746681723.3535044,0.0
1746681723.4023647,0.0
1746681723.4585197,0.0
1746681723.5112448,0.0
1746681723.5705245,0.0
1746681723.637947,0.0
1746681723.6923726,0.0
1746681723.7708704,0.0
1746681723.8347335,0.0
1746681723.9018087,0.0
1746681723.9657633,0.0
1746681724.0296955,0.0
1746681724.0937505,0.0
1746681724.1587968,0.0
1746681724.2147474,0.0
1746681724.2856646,0.0
1746681724.354748,0.0
1746681724.438598,0.0
1746681724.500077,0.0
1746681724.5719678,0.0
1746681724.6417625,0.0
1746681724.7097383,0.0
1746681724.7906723,0.0
1746681724.8578155,0.0
1746681724.9420266,0.0
1746681725.0029643,0.0
1746681725.0659618,0.0
1746681725.1318815,0.0
1746681725.196001,0.0
1746681725.270913,0.0
1746681725.3472414,0.0
1746681725.4110475,0.0
1746681725.4904668,0.0
1746681725.5590875,0.0
1746681725.625233,0.0
1746681725.6883934,0.0
1746681725.7548165,0.0
1746681725.8145645,0.0
1746681725.8813639,0.0
1746681725.9386961,0.0
1746681726.010908,0.0
1746681726.0752575,0.0
1746681726.14264,0.0
1746681726.2257373,0.0
1746681726.290625,0.0
1746681726.359227,0.0
1746681726.4154267,0.0
1746681726.4842198,0.0
1746681726.5455213,0.0
1746681726.6049259,0.0
1746681727.1081219,0.0
1746681727.1793714,0.0
1746681727.242634,0.0
1746681727.3010337,0.0
1746681727.3694212,0.0
1746681727.433153,0.0
1746681727.4987197,0.0
1746681727.5614386,0.0
1746681727.618759,0.0
1746681727.6898315,0.0
1746681727.7508,0.0
1746681727.8167949,0.0
1746681727.870265,0.0
1746681727.9386673,0.0
1746681728.0108411,0.0
1746681728.082742,0.0
1746681728.1618996,0.0
1746681728.2379153,0.0
1746681728.3028913,0.0
1746681728.3748565,0.0
1746681728.4428205,0.0
1746681728.5097322,0.0
1746681728.5762694,0.0
1746681728.6459653,0.0
1746681728.7152832,0.0
1746681729.0394478,0.0
1746681729.1029158,0.0
1746681729.1750767,0.0
1746681729.233043,0.0
1746681729.2928362,0.0
1746681729.3591285,0.0
1746681729.4148698,0.0
1746681729.4759164,0.0
1746681729.5389237,0.0
1746681729.6030064,0.0
1746681729.6832247,0.0
1746681729.7469776,0.0
1746681729.8108633,0.0
1746681729.8900592,0.0
1746681729.9620695,0.0
1746681730.0259717,0.0
1746681730.0870001,0.0
1746681730.1471667,0.0
1746681730.212589,0.0
1746681730.2775905,0.0
1746681730.3330123,0.0
1746681730.391004,0.0
1746681730.463049,0.0
1746681730.5329478,0.0
1746681730.610044,0.0
1746681730.6750624,0.0
1746681730.7470703,0.0
1746681730.825785,0.0
1746681730.8948495,0.0
1746681730.9743705,0.0
1746681731.0392282,0.0
1746681731.1070287,0.0
1746681731.18258,0.0
1746681731.2590625,0.0
1746681731.3285666,0.0
1746681731.392976,0.0
1746681731.4551122,0.0
1746681731.5190556,0.0
1746681732.0027332,0.0
1746681732.0862532,0.0
1746681732.1621573,0.0
1746681732.2353377,0.0
1746681732.2991874,0.0
1746681732.3754413,0.0
1746681732.4413173,0.0
1746681732.5300841,0.0
1746681732.5958412,0.0
1746681732.6589487,0.0
1746681732.7273853,0.0
1746681732.790951,0.0
1746681732.859171,0.0
1746681732.92143,0.0
1746681732.9830651,0.0
1746681733.055188,0.0
1746681733.1232674,0.0
1746681733.1955905,0.0
1746681733.2781208,0.0
1746681733.3511953,0.0
1746681733.4342003,0.0
1746681733.5115302,0.0
1746681733.57989,0.0
1746681733.6484363,0.0
1746681733.7113252,0.0
1746681733.7811942,0.0
1746681733.8446717,0.0
1746681733.9112148,0.0
1746681733.9728699,0.0
1746681734.0452585,0.0
1746681734.1214051,0.0
1746681734.1908534,0.0
1746681734.2630157,0.0
1746681734.3350713,0.0
1746681734.4140031,0.0
1746681734.4989944,0.0
1746681734.56293,0.0
1746681734.6350582,0.0
1746681734.7070282,0.0
1746681734.7795908,0.0
1746681734.8472455,0.0
1746681734.9112184,0.0
1746681735.122777,0.0
1746681735.1916053,0.0
1746681735.2592602,0.0
1746681735.3282309,0.0
1746681735.4273381,0.0
1746681735.5141659,0.0
1746681735.5872211,0.0
1746681735.6547778,0.0
1746681735.7341757,0.0
1746681735.8059742,0.0
1746681735.8725069,0.0
1746681735.955259,0.0
1746681736.0276766,0.0
1746681736.0925336,0.0
1746681736.1731937,0.0
1746681736.246666,0.0
1746681736.3042054,0.0
1746681736.3982496,0.0
1746681736.4832468,0.0
1746681736.5509238,0.0
1746681736.6292922,0.0
1746681736.691612,0.0
1746681736.7579615,0.0
1746681736.8335924,0.0
1746681736.9027536,0.0
1746681736.9624562,0.0
1746681737.026781,0.0
1746681737.0978105,0.0
1746681737.1589723,0.0
1746681737.2391877,0.0
1746681737.3219037,0.0
1746681737.390679,0.0
1746681737.4590154,0.0
1746681737.5420609,0.0
1746681737.6119194,0.0
1746681737.6746352,0.0
1746681737.7505932,0.0
1746681737.842954,0.0
1746681737.914699,0.0
1746681738.0017045,0.0
1746681738.0778215,0.0
1746681738.142853,0.0
1746681738.2068815,0.0
1746681738.282062,0.0
1746681738.3508542,0.0
1746681738.423393,0.0
1746681738.5107052,0.0
1746681738.579227,0.0
1746681738.6559792,0.0
1746681738.7273116,0.0
1746681738.7992094,0.0
1746681738.8805814,0.0
1746681738.946391,0.0
1746681739.0086758,0.0
1746681739.0631077,0.0
1746681739.1271,0.0
1746681739.2037282,0.0
1746681739.2630823,0.0
1746681739.343144,0.0
1746681739.4226546,0.0
1746681739.4818277,0.0
1746681739.5580435,0.0
1746681739.623078,0.0
1746681739.6879835,0.0
1746681739.7512052,0.0
1746681739.8151991,0.0
1746681739.8788433,0.0
1746681739.9428334,0.0
1746681740.019829,0.0
1746681740.0802307,0.0
1746681740.1510184,0.0
1746681740.2109132,0.0
1746681740.2910495,0.0
1746681740.3654075,0.0
1746681740.4338527,0.0
1746681740.4989815,0.0
1746681740.5628939,0.0
1746681740.751313,0.0
1746681740.8261251,0.0
1746681740.910709,0.0
1746681740.9710958,0.0
1746681741.0355067,0.0
1746681741.0910625,0.0
1746681741.15918,0.0
1746681741.2300503,0.0
1746681741.295125,0.0
1746681741.3551385,0.0
1746681741.4150786,0.0
1746681741.4807742,0.0
1746681741.53564,0.0
1746681741.599979,0.0
1746681741.6601343,0.0
1746681741.7320952,0.0
1746681741.7909837,0.0
1746681741.8631184,0.0
1746681741.9269612,0.0
1746681742.0262418,0.0
1746681742.095465,0.0
1746681742.1944697,0.0
1746681742.2660716,0.0
1746681742.3432848,0.0
1746681742.414172,0.0
1746681742.4957182,0.0
1746681742.5715702,0.0
1746681742.6472297,0.0
1746681742.7156074,0.0
1746681742.7839851,0.0
1746681742.8434083,0.0
1746681742.911382,0.0
1746681742.9830673,0.0
1746681743.0480397,0.0
1746681743.1302018,0.0
1746681743.1875038,0.0
1746681743.2621493,0.0
1746681743.3269181,0.0
1746681743.3972838,0.0
1746681743.478417,0.0
1746681743.5561018,0.0
1746681743.6424246,0.0
1746681743.726204,0.0
1746681743.8008013,0.0
1746681743.858947,0.0
1746681743.9247792,0.0
1746681743.9793258,0.0
1746681744.0433679,0.0
1746681744.1110146,0.0
1746681744.1821542,0.0
1746681744.2575583,0.0
1746681744.3273458,0.0
1746681744.3970132,0.0
1746681744.466252,0.0
1746681744.5422664,0.0
1746681744.6239598,0.0
1746681744.6913605,0.0
1746681744.7639222,0.0
1746681744.846211,0.0
1746681744.9302819,0.0
1746681744.9910321,0.0
1746681745.0713012,0.0
1746681745.1328201,0.0
1746681745.207291,0.0
1746681745.2693763,0.0
1746681745.3515997,0.0
1746681745.427571,0.0
1746681745.4933927,0.0
1746681745.5509007,0.0
1746681745.6108215,0.0
1746681745.687166,0.0
1746681745.7702174,0.0
1746681745.8347435,0.0
1746681745.9028873,0.0
1746681745.9764974,0.0
1746681746.0348094,0.0
1746681746.1018658,0.0
1746681746.1711867,0.0
1746681746.2555904,0.0
1746681746.3268871,0.0
1746681746.4036627,0.0
1746681746.4717891,0.0
1746681746.5399659,0.0
1746681746.6064265,0.0
1746681746.6865296,0.0
1746681746.7592566,0.0
1746681746.819373,0.0
1746681746.8863924,0.0
1746681746.9656434,0.0
1746681747.0381236,0.0
1746681747.0915012,0.0
1746681747.1460702,0.0
1746681747.210131,0.0
1746681747.2712204,0.0
1746681747.3314977,0.0
1746681747.3874803,0.0
1746681747.4557312,0.0
1746681747.5273347,0.0
1746681747.5911422,0.0
1746681747.6586988,0.0
1746681747.7296576,0.0
1746681747.7946844,0.0
1746681747.8659914,0.0
1746681747.92911,0.0
1746681748.0147772,0.0
1746681748.0896213,0.0
1746681748.1467648,0.0
1746681748.2111857,0.0
1746681748.2897775,0.0
1746681748.349675,0.0
1746681748.4137607,0.0
1746681748.4708397,0.0
1746681748.5387173,0.0
1746681748.6133845,0.0
1746681748.672145,0.0
1746681748.7432387,0.0
1746681748.8000298,0.0
1746681748.8760242,0.0
1746681748.9452856,0.0
1746681749.004405,0.0
1746681749.077064,0.0
1746681749.1406047,0.0
1746681749.2157202,0.0
1746681749.285083,0.0
1746681749.3512402,0.0
1746681749.404992,0.0
1746681749.474131,0.0
1746681749.5581098,0.0
1746681749.6190588,0.0
1746681749.6811051,0.0
1746681749.752176,0.0
1746681749.819816,0.0
1746681749.9016802,0.0
1746681749.9589784,0.0
1746681750.01974,0.0
1746681750.0901694,0.0
1746681750.159026,0.0
1746681750.2156253,0.0
1746681750.283858,0.0
1746681750.3543365,0.0
1746681750.4262109,0.0
1746681750.5142071,0.0
1746681750.5865192,0.0
1746681750.6517704,0.0
1746681750.7264328,0.0
1746681750.8032324,0.0
1746681750.856064,0.0
1746681750.924524,0.0
1746681750.9912896,0.0
1746681751.0579832,0.0
1746681751.1313639,0.0
1746681751.202122,0.0
1746681751.2739358,0.0
1746681751.3544807,0.0
1746681751.435178,0.0
1746681751.5071933,0.0
1746681751.5707004,0.0
1746681751.6419609,0.0
1746681751.699106,0.0
1746681751.7565565,0.0
1746681751.8312576,0.0
1746681751.8918185,0.0
1746681751.950985,0.0
1746681752.0191047,0.0
1746681752.0876105,0.0
1746681752.1662037,0.0
1746681752.2299085,0.0
1746681752.3060818,0.0
1746681752.3718414,0.0
1746681752.4552207,0.0
1746681752.5301187,0.0
1746681752.6221561,0.0
1746681752.686384,0.0
1746681752.7519746,0.0
1746681752.8302748,0.0
1746681752.9032843,0.0
1746681752.9712145,0.0
1746681753.0391986,0.0
1746681753.103387,0.0
1746681753.175362,0.0
1746681753.243255,0.0
1746681753.326317,0.0
1746681753.4103224,0.0
1746681753.4757454,0.0
1746681753.5473442,0.0
1746681753.6193779,0.0
1746681753.7062862,0.0
1746681753.7708445,0.0
1746681753.8419878,0.0
1746681753.9139822,0.0
1746681753.9773424,0.0
1746681754.047224,0.0
1746681754.1300683,0.0
1746681754.1849651,0.0
1746681754.241621,0.0
1746681754.3036819,0.0
1746681754.3628874,0.0
1746681754.4286695,0.0
1746681754.4899933,0.0
1746681754.5551844,0.0
1746681754.615924,0.0
1746681754.678875,0.0
1746681754.742541,0.0
1746681754.8072147,0.0
1746681754.883207,0.0
1746681754.947197,0.0
1746681755.0167158,0.0
1746681755.075059,0.0
1746681755.1437325,0.0
1746681755.2110798,0.0
1746681755.273118,0.0
1746681755.3456273,0.0
1746681755.4111168,0.0
1746681755.487441,0.0
1746681755.5834422,0.0
1746681755.654072,0.0
1746681755.707125,0.0
1746681755.7862785,0.0
1746681755.8572762,0.0
1746681755.9341865,0.0
1746681756.0120387,0.0
1746681756.075141,0.0
1746681756.13372,0.0
1746681756.20196,0.0
1746681756.2739568,0.0
1746681756.3501785,0.0
1746681756.4099085,0.0
1746681756.4982548,0.0
1746681756.5705798,0.0
1746681756.642092,0.0
1746681756.7150311,0.0
1746681756.7858074,0.0
1746681756.85342,0.0
1746681756.9297569,0.0
1746681756.9907968,0.0
1746681757.0589547,0.0
1746681757.1338356,0.0
1746681757.2072418,0.0
1746681757.3061156,0.0
1746681757.382206,0.0
1746681757.4503005,0.0
1746681757.5236237,0.0
1746681757.5874603,0.0
1746681757.6713338,0.0
1746681757.7324367,0.0
1746681757.8020816,0.0
1746681757.8660948,0.0
1746681757.9272199,0.0
1746681757.9940665,0.0
1746681758.055284,0.0
1746681758.1151977,0.0
1746681758.1901765,0.0
1746681758.2552545,0.0
1746681758.3261845,0.0
1746681758.4019675,0.0
1746681758.4669127,0.0
1746681758.538961,0.0
1746681758.611358,0.0
1746681758.6935115,0.0
1746681758.76975,0.0
1746681758.8309066,0.0
1746681758.9058053,0.0
1746681758.9665933,0.0
1746681759.0267012,0.0
1746681759.1095722,0.0
1746681759.1786702,0.0
1746681759.257553,0.0
1746681759.3232496,0.0
1746681759.398589,0.0
1746681759.4630413,0.0
1746681759.5254223,0.0
1746681759.5828168,0.0
1746681759.6453156,0.0
1746681759.7134116,0.0
1746681759.790145,0.0
1746681759.8619285,0.0
1746681759.9256775,0.0
1746681759.9939494,0.0
1746681760.0524757,0.0
1746681760.1149251,0.0
1746681760.1957026,0.0
1746681760.2660077,0.0
1746681760.3344905,0.0
1746681760.4045608,0.0
1746681760.4781249,0.0
1746681760.5513268,0.0
1746681760.6422553,0.0
1746681760.7113955,0.0
1746681760.7952127,0.0
1746681760.8555908,0.0
1746681760.9298584,0.0
1746681761.0033367,0.0
1746681761.0752962,0.0
1746681761.1597164,0.0
1746681761.250338,0.0
1746681761.3314161,0.0
1746681761.4154236,0.0
1746681761.4822202,0.0
1746681761.5395772,0.0
1746681761.6102347,0.0
1746681761.6824706,0.0
1746681761.7432506,0.0
1746681761.811335,0.0
1746681761.875331,0.0
1746681761.9474695,0.0
1746681762.0112941,0.0
1746681762.0792918,0.0
1746681762.1411915,0.0
1746681762.209568,0.0
1746681762.2793748,0.0
1746681762.3520303,0.0
1746681762.452065,0.0
1746681762.516,0.0
1746681762.587349,0.0
1746681762.6715448,0.0
1746681762.7393117,0.0
1746681762.8239887,0.0
1746681762.8900986,0.0
1746681762.9597685,0.0
1746681763.0434651,0.0
1746681763.1072164,0.0
1746681763.1670825,0.0
1746681763.232828,0.0
1746681763.2966523,0.0
1746681763.3592806,0.0
1746681763.423363,0.0
1746681763.483331,0.0
1746681763.555438,0.0
1746681763.6504207,0.0
1746681763.7235475,0.0
1746681763.8000245,0.0
1746681763.8808002,0.0
1746681763.9584281,0.0
1746681764.035595,0.0
1746681764.0984395,0.0
1746681764.1755576,0.0
1746681764.251756,0.0
1746681764.319606,0.0
1746681764.3901117,0.0
1746681764.466998,0.0
1746681764.5434256,0.0
1746681764.614118,0.0
1746681764.6863565,0.0
1746681764.755594,0.0
1746681764.8234453,0.0
1746681764.9064488,0.0
1746681764.987971,0.0
1746681765.0487056,0.0
1746681765.1234758,0.0
1746681765.1881542,0.0
1746681765.2662387,0.0
1746681765.3465273,0.0
1746681765.4303071,0.0
1746681765.5123289,0.0
1746681765.581415,0.0
1746681765.651736,0.0
1746681765.7349215,0.0
1746681765.8158863,0.0
1746681765.8866463,0.0
1746681765.963817,0.0
1746681766.046613,0.0
1746681766.1255147,0.0
1746681766.2017713,0.0
1746681766.2879393,0.0
1746681766.360273,0.0
1746681766.431188,0.0
1746681766.5038772,0.0
1746681766.5961819,0.0
1746681766.6651928,0.0
1746681766.7408552,0.0
1746681766.8174183,0.0
1746681766.8950124,0.0
1746681766.9843078,0.0
1746681767.0517929,0.0
1746681767.1208808,0.0
1746681767.2004867,0.0
1746681767.27939,0.0
1746681767.3440912,0.0
1746681767.411314,0.0
1746681767.479179,0.0
1746681767.5552707,0.0
1746681767.615148,0.0
1746681767.6831892,0.0
1746681767.7459497,0.0
1746681767.8118594,0.0
1746681767.89936,0.0
1746681767.9561126,0.0
1746681768.025288,0.0
1746681768.0850303,0.0
1746681768.1716802,0.0
1746681768.2589438,0.0
1746681768.3139198,0.0
1746681768.378303,0.0
1746681768.4463925,0.0
1746681768.5116322,0.0
1746681768.5875123,0.0
1746681768.6553888,0.0
1746681768.7194793,0.0
1746681768.7762282,0.0
1746681768.8394186,0.0
1746681768.9009206,0.0
1746681768.9602857,0.0
1746681769.0274172,0.0
1746681769.1064525,0.0
1746681769.1754992,0.0
1746681769.2462006,0.0
1746681769.3154342,0.0
1746681769.4195836,0.0
1746681769.4955018,0.0
1746681769.5635166,0.0
1746681769.6464982,0.0
1746681769.7115643,0.0
1746681769.7875655,0.0
1746681769.8528504,0.0
1746681769.944692,0.0
1746681770.0008152,0.0
1746681770.0597944,0.0
1746681770.1193562,0.0
1746681770.1837401,0.0
1746681770.2473655,0.0
1746681770.3031235,0.0
1746681770.3699043,0.0
1746681770.434915,0.0
1746681770.499117,0.0
1746681770.559062,0.0
1746681770.6219213,0.0
1746681770.6927495,0.0
1746681770.7550478,0.0
1746681770.83126,0.0
1746681770.910373,0.0
1746681770.971731,0.0
1746681771.043374,0.0
1746681771.1153107,0.0
1746681771.1872694,0.0
1746681771.261437,0.0
1746681771.3313754,0.0
1746681771.402352,0.0
1746681771.4718435,0.0
1746681771.5352871,0.0
1746681771.6080027,0.0
1746681771.6713283,0.0
1746681771.7436316,0.0
1746681771.8142967,0.0
1746681771.88363,0.0
1746681771.9552863,0.0
1746681772.0422912,0.0
1746681772.1019123,0.0
1746681772.171366,0.0
1746681772.3472176,0.0
1746681772.401685,0.0
1746681772.473311,0.0
1746681772.5390215,0.0
1746681772.6111345,0.0
1746681772.6725612,0.0
1746681772.730884,0.0
1746681772.79925,0.0
1746681772.8622653,0.0
1746681772.9313667,0.0
1746681772.9953303,0.0
1746681773.080045,0.0
1746681773.1561139,0.0
1746681773.2385523,0.0
1746681773.3102148,0.0
1746681773.3932693,0.0
1746681773.4649484,0.0
1746681773.5274105,0.0
1746681773.6053736,0.0
1746681773.663224,0.0
1746681773.7173705,0.0
1746681773.79028,0.0
1746681773.8698657,0.0
1746681773.927433,0.0
1746681773.9882624,0.0
1746681774.0585365,0.0
1746681774.12354,0.0
1746681774.1987085,0.0
1746681774.2531133,0.0
1746681774.3233492,0.0
1746681774.3806498,0.0
1746681774.4504015,0.0
1746681774.5106854,0.0
1746681774.5749707,0.0
1746681774.6348953,0.0
1746681774.698294,0.0
1746681774.7552395,0.0
1746681774.824043,0.0
1746681774.8875012,0.0
1746681774.9519818,0.0
1746681775.026821,0.0
1746681775.0953696,0.0
1746681775.1593883,0.0
1746681775.2384486,0.0
1746681775.3061674,0.0
1746681775.3660944,0.0
1746681775.4342446,0.0
1746681775.495068,0.0
1746681775.5907815,0.0
1746681775.659072,0.0
1746681775.7375317,0.0
1746681775.8140786,0.0
1746681775.8915887,0.0
1746681775.9672,0.0
1746681776.027674,0.0
1746681776.1112301,0.0
1746681776.17115,0.0
1746681776.2351222,0.0
1746681776.2991495,0.0
1746681776.3785205,0.0
1746681776.4472897,0.0
1746681776.5300357,0.0
1746681776.589028,0.0
1746681776.6717947,0.0
1746681776.7558956,0.0
1746681776.8157003,0.0
1746681776.8855116,0.0
1746681776.9584343,0.0
1746681777.0243428,0.0
1746681777.0899315,0.0
1746681777.1500542,0.0
1746681777.2303882,0.0
1746681777.2914684,0.0
1746681777.3554938,0.0
1746681777.4223514,0.0
1746681777.4948277,0.0
1746681777.566357,0.0
1746681777.6355517,0.0
1746681777.710309,0.0
1746681777.7684066,0.0
1746681777.8359194,0.0
1746681777.9012794,0.0
1746681777.9695616,0.0
1746681778.0423417,0.0
1746681778.107502,0.0
1746681778.1705406,0.0
1746681778.2584665,0.0
1746681778.323362,0.0
1746681778.4021087,0.0
1746681778.4742637,0.0
1746681778.5514348,0.0
1746681778.634519,0.0
1746681778.7115717,0.0
1746681778.782379,0.0
1746681778.854075,0.0
1746681778.9155982,0.0
1746681778.9926388,0.0
1746681779.0760074,0.0
1746681779.1404226,0.0
1746681779.2197912,0.0
1746681779.2996166,0.0
1746681779.3715765,0.0
1746681779.4438453,0.0
1746681779.511737,0.0
1746681779.5878587,0.0
1746681779.6639574,0.0
1746681779.7441413,0.0
1746681779.8044577,0.0
1746681779.8919868,0.0
1746681779.9676034,0.0
1746681780.0358205,0.0
1746681780.1065948,0.0
1746681780.1958723,0.0
1746681780.2683306,0.0
1746681780.3605282,0.0
1746681780.4332798,0.0
1746681780.500428,0.0
1746681780.584234,0.0
1746681780.6523283,0.0
1746681780.7161,0.0
1746681780.790072,0.0
1746681780.8660543,0.0
