SECONDS,prefix_cache_block_evictions_gpu
1746688302.0305352,0.0
1746688302.0458956,0.0
1746688302.0611558,0.0
1746688302.0764532,0.0
1746688302.0918252,0.0
1746688302.1075838,0.0
1746688302.1232035,0.0
1746688302.138601,0.0
1746688302.153831,0.0
1746688302.1691911,0.0
1746688302.1843853,0.0
1746688302.1995263,0.0
1746688302.2147586,0.0
1746688302.229938,0.0
1746688302.245252,0.0
1746688302.26047,0.0
1746688302.27562,0.0
1746688302.290874,0.0
1746688302.30611,0.0
1746688302.3213856,0.0
1746688302.3365772,0.0
1746688302.351891,0.0
1746688302.367157,0.0
1746688302.382376,0.0
1746688302.3975906,0.0
1746688302.4139404,0.0
1746688302.4292624,0.0
1746688302.44459,0.0
1746688302.459774,0.0
1746688302.474968,0.0
1746688302.490299,0.0
1746688302.5055869,0.0
1746688302.5495343,0.0
1746688302.588783,0.0
1746688302.6373913,0.0
1746688302.6769145,0.0
1746688302.716806,0.0
1746688302.7571344,0.0
1746688302.7976615,0.0
1746688302.8386316,0.0
1746688302.8797636,0.0
1746688302.9213932,0.0
1746688302.963197,0.0
1746688303.005279,0.0
1746688303.047744,0.0
1746688303.0904553,0.0
1746688303.1096528,0.0
1746688303.125715,0.0
1746688303.1417656,0.0
1746688303.1579072,0.0
1746688303.1739836,0.0
1746688303.1901221,0.0
1746688303.2061348,0.0
1746688303.222223,0.0
1746688303.2382753,0.0
1746688303.254358,0.0
1746688303.2703686,0.0
1746688303.2864394,0.0
1746688303.302418,0.0
1746688303.318424,0.0
1746688303.3344681,0.0
1746688303.350531,0.0
1746688303.366515,0.0
1746688303.3824966,0.0
1746688303.3985085,0.0
1746688303.4149487,0.0
1746688303.4303348,0.0
1746688303.445658,0.0
1746688303.4611456,0.0
1746688303.4766927,0.0
1746688303.4922166,0.0
1746688303.507744,0.0
1746688303.52311,0.0
1746688303.5385392,0.0
1746688303.5539236,0.0
1746688303.5693069,0.0
1746688303.5847754,0.0
1746688303.6001813,0.0
1746688303.6156168,0.0
1746688303.631065,0.0
1746688303.6465397,0.0
1746688303.66193,0.0
1746688303.6773784,0.0
1746688303.6928184,0.0
1746688303.708281,0.0
1746688303.7238572,0.0
1746688303.739402,0.0
1746688303.7549953,0.0
1746688303.7703714,0.0
1746688303.7858374,0.0
1746688303.8012762,0.0
1746688303.8168163,0.0
1746688303.8323474,0.0
1746688303.847787,0.0
1746688303.8632333,0.0
1746688303.8786383,0.0
1746688303.894065,0.0
1746688303.9094243,0.0
1746688303.924857,0.0
1746688303.9403753,0.0
1746688303.955795,0.0
1746688303.9713502,0.0
1746688303.986766,0.0
1746688304.0023453,0.0
1746688304.0178897,0.0
1746688304.0334532,0.0
1746688304.0489223,0.0
1746688304.0643437,0.0
1746688304.0798593,0.0
1746688304.0953248,0.0
1746688304.1107545,0.0
1746688304.1261532,0.0
1746688304.1416795,0.0
1746688304.1570842,0.0
1746688304.172514,0.0
1746688304.1880453,0.0
1746688304.2035236,0.0
1746688304.219147,0.0
1746688304.2346094,0.0
1746688304.2501683,0.0
1746688304.2655938,0.0
1746688304.2812042,0.0
1746688304.2967143,0.0
1746688304.312217,0.0
1746688304.3276975,0.0
1746688304.3431516,0.0
1746688304.3584924,0.0
1746688304.3738773,0.0
1746688304.3892817,0.0
1746688304.4047573,0.0
1746688304.4201858,0.0
1746688304.4355698,0.0
1746688304.4510186,0.0
1746688304.4665406,0.0
1746688304.4820466,0.0
1746688304.4974425,0.0
1746688304.5127728,0.0
1746688304.528115,0.0
1746688304.5433614,0.0
1746688304.558652,0.0
1746688304.5739295,0.0
1746688304.5891678,0.0
1746688304.6045103,0.0
1746688304.619783,0.0
1746688304.6350393,0.0
1746688304.6502602,0.0
1746688304.6655369,0.0
1746688304.6808093,0.0
1746688304.6960244,0.0
1746688304.7113192,0.0
1746688304.7307181,0.0
1746688304.7460325,0.0
1746688304.7612543,0.0
1746688304.7764287,0.0
1746688304.7916799,0.0
1746688304.8069663,0.0
1746688304.8223019,0.0
1746688304.837531,0.0
1746688304.8527994,0.0
1746688304.8680685,0.0
1746688304.8833046,0.0
1746688304.898555,0.0
1746688304.9138038,0.0
1746688304.929053,0.0
1746688304.9443042,0.0
1746688304.9597082,0.0
1746688304.9750128,0.0
1746688304.9903812,0.0
1746688305.0056884,0.0
1746688305.0209692,0.0
1746688305.0362775,0.0
1746688305.0515301,0.0
1746688305.066751,0.0
1746688305.0819912,0.0
1746688305.097225,0.0
1746688305.1124687,0.0
1746688305.1277134,0.0
1746688305.1429157,0.0
1746688305.1580956,0.0
1746688305.1733153,0.0
1746688305.1885812,0.0
1746688305.203884,0.0
1746688305.2191188,0.0
1746688305.2344203,0.0
1746688305.249637,0.0
1746688305.2649045,0.0
1746688305.280114,0.0
1746688305.2953262,0.0
1746688305.31054,0.0
1746688305.3257842,0.0
1746688305.3410718,0.0
1746688305.3563063,0.0
1746688305.3715212,0.0
1746688305.3867483,0.0
1746688305.4020138,0.0
1746688305.4171956,0.0
1746688305.432506,0.0
1746688305.44779,0.0
1746688305.4631011,0.0
1746688305.4783254,0.0
1746688305.493549,0.0
1746688305.537758,0.0
1746688305.5771177,0.0
1746688305.593585,0.0
1746688305.609018,0.0
1746688305.624569,0.0
1746688305.6400857,0.0
1746688305.6555665,0.0
1746688305.6711197,0.0
1746688305.6865888,0.0
1746688305.701996,0.0
1746688305.7178407,0.0
1746688305.7324786,0.0
1746688305.747076,0.0
1746688305.761681,0.0
1746688305.7762976,0.0
1746688305.7907622,0.0
1746688305.8053637,0.0
1746688305.8200479,0.0
1746688305.8346279,0.0
1746688305.8493347,0.0
1746688305.8639972,0.0
1746688305.8785942,0.0
1746688305.893182,0.0
1746688305.9078345,0.0
1746688305.9224668,0.0
1746688305.9370544,0.0
1746688305.9515777,0.0
1746688305.9661727,0.0
1746688305.980864,0.0
1746688305.9956257,0.0
1746688306.0104387,0.0
1746688306.025112,0.0
1746688306.040117,0.0
1746688306.05483,0.0
1746688306.0694935,0.0
1746688306.0841436,0.0
1746688306.0988367,0.0
1746688306.1136122,0.0
1746688306.1283627,0.0
1746688306.143219,0.0
1746688306.1578891,0.0
1746688306.1725626,0.0
1746688306.1872303,0.0
1746688306.2018218,0.0
1746688306.2165592,0.0
1746688306.231276,0.0
1746688306.2460353,0.0
1746688306.2606823,0.0
1746688306.275285,0.0
1746688306.2899914,0.0
1746688306.304616,0.0
1746688306.3193073,0.0
1746688306.3342042,0.0
1746688306.349336,0.0
1746688306.3643405,0.0
1746688306.379475,0.0
1746688306.3945115,0.0
1746688306.4095237,0.0
1746688306.424636,0.0
1746688306.439666,0.0
1746688306.4546533,0.0
1746688306.469604,0.0
1746688306.4847932,0.0
1746688306.4997642,0.0
1746688306.5147834,0.0
1746688306.529798,0.0
1746688306.544739,0.0
1746688306.559609,0.0
1746688306.5746186,0.0
1746688306.589637,0.0
1746688306.604646,0.0
1746688306.619787,0.0
1746688306.6347613,0.0
1746688306.6496892,0.0
1746688306.6646469,0.0
1746688306.6795805,0.0
1746688306.6945465,0.0
1746688306.7095327,0.0
1746688306.7245612,0.0
1746688306.739406,0.0
1746688306.754369,0.0
1746688306.7691972,0.0
1746688306.7838902,0.0
1746688306.7987106,0.0
1746688306.8136263,0.0
1746688306.8285642,0.0
1746688306.8435564,0.0
1746688306.8586648,0.0
1746688306.873527,0.0
1746688306.8883483,0.0
1746688306.9034812,0.0
1746688306.918409,0.0
1746688306.9333308,0.0
1746688306.9482598,0.0
1746688306.963365,0.0
1746688306.9784229,0.0
1746688306.9932902,0.0
1746688307.0079634,0.0
1746688307.0226946,0.0
1746688307.0373304,0.0
1746688307.0521243,0.0
1746688307.066717,0.0
1746688307.081333,0.0
1746688307.0960279,0.0
1746688307.1106598,0.0
1746688307.1252892,0.0
1746688307.1402056,0.0
1746688307.1550324,0.0
1746688307.1699915,0.0
1746688307.1849604,0.0
1746688307.2000906,0.0
1746688307.215065,0.0
1746688307.2300754,0.0
1746688307.2449584,0.0
1746688307.259875,0.0
1746688307.2792559,0.0
1746688307.294225,0.0
1746688307.309201,0.0
1746688307.324235,0.0
1746688307.339309,0.0
1746688307.3543527,0.0
1746688307.3691766,0.0
1746688307.384069,0.0
1746688307.398973,0.0
1746688307.4138236,0.0
1746688307.4287262,0.0
1746688307.4438672,0.0
1746688307.4587846,0.0
1746688307.4746168,0.0
1746688307.489547,0.0
1746688307.5045142,0.0
1746688307.5195742,0.0
1746688307.5345275,0.0
1746688307.549478,0.0
1746688307.5645187,0.0
1746688307.579618,0.0
1746688307.5946338,0.0
1746688307.6096528,0.0
1746688307.6247187,0.0
1746688307.639716,0.0
1746688307.654782,0.0
1746688307.6698046,0.0
1746688307.685084,0.0
1746688307.7001643,0.0
1746688307.7151968,0.0
1746688307.7301822,0.0
1746688307.7451797,0.0
1746688307.760294,0.0
1746688307.7753677,0.0
1746688307.790413,0.0
1746688307.8054614,0.0
1746688307.8206303,0.0
1746688307.835548,0.0
1746688307.850498,0.0
1746688307.865585,0.0
1746688307.8805988,0.0
1746688307.8955615,0.0
1746688307.9110208,0.0
1746688307.9261298,0.0
1746688307.9411187,0.0
1746688307.9560652,0.0
1746688307.9711647,0.0
1746688307.9861193,0.0
1746688308.0010874,0.0
1746688308.016124,0.0
1746688308.0311785,0.0
1746688308.0462167,0.0
1746688308.0613317,0.0
1746688308.0762987,0.0
1746688308.0911908,0.0
1746688308.106129,0.0
1746688308.121129,0.0
1746688308.13614,0.0
1746688308.151142,0.0
1746688308.1663275,0.0
1746688308.1813478,0.0
1746688308.1963737,0.0
1746688308.211302,0.0
1746688308.2263048,0.0
1746688308.241266,0.0
1746688308.2563334,0.0
1746688308.271352,0.0
1746688308.2863634,0.0
1746688308.3015087,0.0
1746688308.3165472,0.0
1746688308.331486,0.0
1746688308.3465564,0.0
1746688308.3615603,0.0
1746688308.3766398,0.0
1746688308.3915348,0.0
1746688308.4066298,0.0
1746688308.4214673,0.0
1746688308.4364262,0.0
1746688308.4512975,0.0
1746688308.4660187,0.0
1746688308.4807818,0.0
1746688308.495618,0.0
1746688308.5397186,0.0
1746688308.5850575,0.0
1746688308.6244433,0.0
1746688308.648215,0.0
1746688308.6637259,0.0
1746688308.6790938,0.0
1746688308.6946855,0.0
1746688308.7101038,0.0
1746688308.725617,0.0
1746688308.74101,0.0
1746688308.7563908,0.0
1746688308.7717419,0.0
1746688308.7870648,0.0
1746688308.802485,0.0
1746688308.8179407,0.0
1746688308.833407,0.0
1746688308.8489115,0.0
1746688308.8643143,0.0
1746688308.879995,0.0
1746688308.8954606,0.0
1746688308.9109232,0.0
1746688308.9263065,0.0
1746688308.9420109,0.0
1746688308.9575129,0.0
1746688308.9730294,0.0
1746688308.988581,0.0
1746688309.0039318,0.0
1746688309.0193574,0.0
1746688309.0347924,0.0
1746688309.0502727,0.0
1746688309.0656512,0.0
1746688309.081094,0.0
1746688309.096548,0.0
1746688309.112014,0.0
1746688309.1276026,0.0
1746688309.1430354,0.0
1746688309.1585524,0.0
1746688309.1740794,0.0
1746688309.1896863,0.0
1746688309.2052443,0.0
1746688309.2209172,0.0
1746688309.236516,0.0
1746688309.2520752,0.0
1746688309.2675462,0.0
1746688309.2832491,0.0
1746688309.298559,0.0
1746688309.3137665,0.0
1746688309.3289952,0.0
1746688309.3442154,0.0
1746688309.3593454,0.0
1746688309.3745766,0.0
1746688309.3897889,0.0
1746688309.4049714,0.0
1746688309.4201741,0.0
1746688309.43553,0.0
1746688309.4507694,0.0
1746688309.4661827,0.0
1746688309.4814222,0.0
1746688309.4965968,0.0
1746688309.511705,0.0
1746688309.5268447,0.0
1746688309.5421574,0.0
1746688309.5573397,0.0
1746688309.572571,0.0
1746688309.5877702,0.0
1746688309.602938,0.0
1746688309.6180835,0.0
1746688309.633321,0.0
1746688309.6485567,0.0
1746688309.6637397,0.0
1746688309.6790226,0.0
1746688309.694242,0.0
1746688309.7096288,0.0
1746688309.7249932,0.0
1746688309.7401881,0.0
1746688309.7553053,0.0
1746688309.770541,0.0
1746688309.785811,0.0
1746688309.801023,0.0
1746688309.8161712,0.0
1746688309.8314157,0.0
1746688309.8465455,0.0
1746688309.8617702,0.0
1746688309.8769596,0.0
1746688309.8921232,0.0
1746688309.907425,0.0
1746688309.9229422,0.0
1746688309.9381082,0.0
1746688309.9534402,0.0
1746688309.9686408,0.0
1746688309.9837162,0.0
1746688309.998849,0.0
1746688310.0139503,0.0
1746688310.028991,0.0
1746688310.0441732,0.0
1746688310.0591826,0.0
1746688310.074268,0.0
1746688310.0893047,0.0
1746688310.1044204,0.0
1746688310.119474,0.0
1746688310.1346035,0.0
1746688310.149654,0.0
1746688310.164997,0.0
1746688310.1801531,0.0
1746688310.1953871,0.0
1746688310.2107146,0.0
1746688310.225821,0.0
1746688310.2409325,0.0
1746688310.2561429,0.0
1746688310.2712371,0.0
1746688310.28636,0.0
1746688310.3014908,0.0
1746688310.3165648,0.0
1746688310.3317523,0.0
1746688310.3469012,0.0
1746688310.3620126,0.0
1746688310.3772326,0.0
1746688310.3923652,0.0
1746688310.407742,0.0
1746688310.4229627,0.0
1746688310.4383209,0.0
1746688310.4536633,0.0
1746688310.4688382,0.0
1746688310.4838974,0.0
1746688310.4990726,0.0
1746688310.5143414,0.0
1746688310.5295975,0.0
1746688310.5447965,0.0
1746688310.5599773,0.0
1746688310.5751839,0.0
1746688310.590366,0.0
1746688310.605573,0.0
1746688310.6208892,0.0
1746688310.6361527,0.0
1746688310.6514869,0.0
1746688310.6668334,0.0
1746688310.6821096,0.0
1746688310.6974828,0.0
1746688310.7127128,0.0
1746688310.7278776,0.0
1746688310.7430737,0.0
1746688310.758228,0.0
1746688310.773338,0.0
1746688310.7885578,0.0
1746688310.8037195,0.0
1746688310.8188553,0.0
1746688310.8340034,0.0
1746688310.84913,0.0
1746688310.8642378,0.0
1746688310.8793185,0.0
1746688310.8946922,0.0
1746688310.9098542,0.0
1746688310.925022,0.0
1746688310.9402776,0.0
1746688310.9553823,0.0
1746688310.970567,0.0
1746688310.985684,0.0
1746688311.0008466,0.0
1746688311.0159287,0.0
1746688311.030999,0.0
1746688311.0461092,0.0
1746688311.0612261,0.0
1746688311.076316,0.0
1746688311.0914135,0.0
1746688311.106464,0.0
1746688311.1216736,0.0
1746688311.1369965,0.0
1746688311.1522052,0.0
1746688311.1673892,0.0
1746688311.182683,0.0
1746688311.1978106,0.0
1746688311.212978,0.0
1746688311.2281184,0.0
1746688311.2432203,0.0
1746688311.2583394,0.0
1746688311.2734754,0.0
1746688311.2886012,0.0
1746688311.303758,0.0
1746688311.318886,0.0
1746688311.3340087,0.0
1746688311.349105,0.0
1746688311.3642533,0.0
1746688311.3796506,0.0
1746688311.3948224,0.0
1746688311.4102638,0.0
1746688311.4257236,0.0
1746688311.4409547,0.0
1746688311.456096,0.0
1746688311.4712038,0.0
1746688311.4863245,0.0
1746688311.501472,0.0
1746688311.5456762,0.0
1746688311.562055,0.0
1746688311.5774014,0.0
1746688311.5927787,0.0
1746688311.608109,0.0
1746688311.62355,0.0
1746688311.639116,0.0
1746688311.654656,0.0
1746688311.6701906,0.0
1746688311.685713,0.0
1746688311.701256,0.0
1746688311.716689,0.0
1746688311.7321424,0.0
1746688311.7475708,0.0
1746688311.7630205,0.0
1746688311.7783515,0.0
1746688311.7937734,0.0
1746688311.809141,0.0
1746688311.8245773,0.0
1746688311.8400478,0.0
1746688311.8554196,0.0
1746688311.8708737,0.0
1746688311.8865037,0.0
1746688311.9020715,0.0
1746688311.9174287,0.0
1746688311.9329977,0.0
1746688311.94846,0.0
1746688311.9638815,0.0
1746688311.979217,0.0
1746688311.9944506,0.0
1746688312.0097823,0.0
1746688312.0251005,0.0
1746688312.0405335,0.0
1746688312.0559552,0.0
1746688312.0713208,0.0
1746688312.0866935,0.0
1746688312.102086,0.0
1746688312.1173623,0.0
1746688312.1329374,0.0
1746688312.148501,0.0
1746688312.163923,0.0
1746688312.179425,0.0
1746688312.1948931,0.0
1746688312.210244,0.0
1746688312.2255902,0.0
1746688312.2409155,0.0
1746688312.2562988,0.0
1746688312.2715907,0.0
1746688312.2869728,0.0
1746688312.302339,0.0
1746688312.317756,0.0
1746688312.333097,0.0
1746688312.3484447,0.0
1746688312.3637915,0.0
1746688312.3793674,0.0
1746688312.3948476,0.0
1746688312.4101431,0.0
1746688312.4257486,0.0
1746688312.4412422,0.0
1746688312.456919,0.0
1746688312.4720013,0.0
1746688312.4871542,0.0
1746688312.5023081,0.0
1746688312.5173726,0.0
1746688312.532449,0.0
1746688312.5475965,0.0
1746688312.562709,0.0
1746688312.5778155,0.0
1746688312.5928323,0.0
1746688312.6079192,0.0
1746688312.6232028,0.0
1746688312.6384497,0.0
1746688312.6535788,0.0
1746688312.6686945,0.0
1746688312.683719,0.0
1746688312.698821,0.0
1746688312.713863,0.0
1746688312.728895,0.0
1746688312.743927,0.0
1746688312.7591174,0.0
1746688312.7741704,0.0
1746688312.7891917,0.0
1746688312.8043303,0.0
1746688312.819462,0.0
1746688312.834655,0.0
1746688312.8498213,0.0
1746688312.8650558,0.0
1746688312.880353,0.0
1746688312.8956125,0.0
1746688312.9108438,0.0
1746688312.9259572,0.0
1746688312.9410803,0.0
1746688312.9562082,0.0
1746688312.971237,0.0
1746688312.986348,0.0
1746688313.001383,0.0
1746688313.0163784,0.0
1746688313.0314138,0.0
1746688313.0464594,0.0
1746688313.0615752,0.0
1746688313.0766103,0.0
1746688313.091726,0.0
1746688313.1069791,0.0
1746688313.1222174,0.0
1746688313.1372576,0.0
1746688313.1524837,0.0
1746688313.1675177,0.0
1746688313.182556,0.0
1746688313.1976712,0.0
1746688313.2127197,0.0
1746688313.2277894,0.0
1746688313.2428343,0.0
1746688313.2579606,0.0
1746688313.272997,0.0
1746688313.288132,0.0
1746688313.3033884,0.0
1746688313.3185344,0.0
1746688313.3336594,0.0
1746688313.3489296,0.0
1746688313.3641899,0.0
1746688313.3793228,0.0
1746688313.3945057,0.0
1746688313.4096255,0.0
1746688313.4246783,0.0
1746688313.4397569,0.0
1746688313.4548967,0.0
1746688313.4698942,0.0
1746688313.4849484,0.0
1746688313.4999158,0.0
1746688313.5150423,0.0
1746688313.5300493,0.0
1746688313.5451093,0.0
1746688313.5602837,0.0
1746688313.5754292,0.0
1746688313.5906787,0.0
1746688313.6061113,0.0
1746688313.621012,0.0
1746688313.6357808,0.0
1746688313.6506445,0.0
1746688313.6654203,0.0
1746688313.6803286,0.0
1746688313.6952078,0.0
1746688313.710051,0.0
1746688313.7249093,0.0
1746688313.7397637,0.0
1746688313.7545598,0.0
1746688313.769453,0.0
1746688313.7842782,0.0
1746688313.7991135,0.0
1746688313.813975,0.0
1746688313.8289676,0.0
1746688313.8439867,0.0
1746688313.858837,0.0
1746688313.873684,0.0
1746688313.8886054,0.0
1746688313.9035132,0.0
1746688313.9182985,0.0
1746688313.9331398,0.0
1746688313.9480438,0.0
1746688313.9628923,0.0
1746688313.9776614,0.0
1746688313.9924364,0.0
1746688314.0071452,0.0
1746688314.0218308,0.0
1746688314.0366082,0.0
1746688314.0512896,0.0
1746688314.0663474,0.0
1746688314.0813537,0.0
1746688314.096203,0.0
1746688314.110994,0.0
1746688314.1258438,0.0
1746688314.1407433,0.0
1746688314.1555746,0.0
1746688314.1703582,0.0
1746688314.1852045,0.0
1746688314.2000237,0.0
1746688314.2148037,0.0
1746688314.2295775,0.0
1746688314.2444248,0.0
1746688314.2591653,0.0
1746688314.274027,0.0
1746688314.2888796,0.0
1746688314.3038325,0.0
1746688314.3188074,0.0
1746688314.3336947,0.0
1746688314.3485978,0.0
1746688314.3634257,0.0
1746688314.378324,0.0
1746688314.3932595,0.0
1746688314.4081604,0.0
1746688314.4229603,0.0
1746688314.4377913,0.0
1746688314.4526572,0.0
1746688314.467472,0.0
1746688314.4822347,0.0
1746688314.497002,0.0
1746688314.5117857,0.0
1746688314.5266,0.0
1746688314.5415409,0.0
1746688314.556403,0.0
1746688314.5714345,0.0
1746688314.5862958,0.0
1746688314.601107,0.0
1746688314.6158404,0.0
1746688314.63073,0.0
