num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
2280,383,2663,5.953002610966058
33,519,552,0.0635838150289017
1351,455,1806,2.9692307692307693
7360,179,7539,41.11731843575419
5620,605,6225,9.289256198347108
5952,612,6564,9.72549019607843
521,289,810,1.8027681660899653
262,863,1125,0.3035921205098493
766,308,1074,2.487012987012987
751,345,1096,2.1768115942028987
2384,179,2563,13.318435754189943
1920,171,2091,11.228070175438596
3631,438,4069,8.289954337899543
4137,370,4507,11.18108108108108
3218,307,3525,10.482084690553746
2464,614,3078,4.013029315960912
77,925,1002,0.0832432432432432
115,163,278,0.7055214723926381
2137,322,2459,6.636645962732919
219917,123,220040,1787.9430894308944
3667,138,3805,26.57246376811594
1033,718,1751,1.4387186629526465
2854,682,3536,4.18475073313783
3573,911,4484,3.922063666300768
1769,419,2188,4.221957040572792
4635,728,5363,6.366758241758242
5359,585,5944,9.16068376068376
321,499,820,0.6432865731462926
1946,522,2468,3.727969348659004
122434,720,123154,170.04722222222222
3421,207,3628,16.52657004830918
6582,48,6630,137.125
1415,849,2264,1.6666666666666667
691,636,1327,1.0864779874213837
839718,766,840484,1096.237597911227
452,582,1034,0.7766323024054983
4207,553,4760,7.6075949367088604
2845,737,3582,3.8602442333785616
800,112,912,7.142857142857143
52,668,720,0.0778443113772455
2902,849,3751,3.4181389870435805
3484,358,3842,9.731843575418994
2377,462,2839,5.145021645021645
1670,662,2332,2.5226586102719035
75,983,1058,0.0762970498474059
6931,382,7313,18.143979057591626
4962,821,5783,6.043848964677223
425,21,446,20.23809523809524
3857,639,4496,6.035993740219093
814,669,1483,1.2167414050822123
223,64,287,3.484375
2686,337,3023,7.970326409495549
3898,275,4173,14.174545454545454
603,282,885,2.1382978723404253
6,698,704,0.0085959885386819
5848,550,6398,10.632727272727273
6365,100,6465,63.65
4311,424,4735,10.16745283018868
603,10,613,60.3
1171,502,1673,2.3326693227091635
4739,651,5390,7.279569892473118
5873,802,6675,7.322942643391521
184,22,206,8.363636363636363
242,479,721,0.5052192066805845
275,484,759,0.5681818181818182
637,72,709,8.847222222222221
6398,391,6789,16.36317135549872
256,70,326,3.657142857142857
1014,18,1032,56.333333333333336
131,129,260,1.0155038759689925
4315,996,5311,4.332329317269076
5287,324,5611,16.317901234567902
292,89,381,3.2808988764044944
5653,395,6048,14.311392405063293
3090,425,3515,7.270588235294118
3560,722,4282,4.930747922437673
18,451,469,0.0399113082039911
3484,349,3833,9.982808022922637
842,552,1394,1.5253623188405796
1028,246,1274,4.178861788617886
2949,139,3088,21.215827338129497
2098,200,2298,10.49
4843,103,4946,47.01941747572816
2631,660,3291,3.986363636363636
2178,75,2253,29.04
4753,171,4924,27.795321637426905
2518,905,3423,2.7823204419889502
2213,378,2591,5.854497354497354
38,659,697,0.0576631259484066
96,700,796,0.1371428571428571
1219,16,1235,76.1875
538,477,1015,1.127882599580713
5714,401,6115,14.24937655860349
820,168,988,4.880952380952381
3444,449,3893,7.670378619153674
2121,532,2653,3.986842105263158
253,327,580,0.7737003058103975
400772,470,401242,852.7063829787234
227,638,865,0.3557993730407524
6054,445,6499,13.604494382022471
120,407,527,0.2948402948402948
5836,60,5896,97.26666666666668
6334,61,6395,103.8360655737705
1715,424,2139,4.044811320754717
911,5,916,182.2
3899,619,4518,6.298869143780291
1861,789,2650,2.358681875792142
2715,57,2772,47.63157894736842
1429,646,2075,2.2120743034055725
5689,495,6184,11.492929292929292
1903,867,2770,2.1949250288350632
129,2,131,64.5
5790,481,6271,12.037422037422038
4305,294,4599,14.642857142857142
1045,571,1616,1.8301225919439577
261,2,263,130.5
2095,390,2485,5.371794871794871
152,65,217,2.3384615384615386
1708,636,2344,2.6855345911949686
2758,95,2853,29.03157894736842
12,361,373,0.0332409972299169
442,243,685,1.8189300411522635
1408,243,1651,5.794238683127572
47,88,135,0.5340909090909091
5630,39,5669,144.35897435897436
1850,358,2208,5.167597765363128
6052,823,6875,7.353584447144593
24,638,662,0.0376175548589341
917,149,1066,6.154362416107382
2324,363,2687,6.402203856749312
76,760,836,0.1
1998,312,2310,6.403846153846154
1859,471,2330,3.94692144373673
1035,561,1596,1.8449197860962567
280,155,435,1.806451612903225
22,121,143,0.1818181818181818
515,352,867,1.463068181818182
6137,944,7081,6.501059322033898
4506,677,5183,6.655834564254062
580,420,1000,1.380952380952381
1838,521,2359,3.527831094049904
3132,103,3235,30.40776699029126
5284,554,5838,9.537906137184116
1706,500,2206,3.412
1375,77,1452,17.857142857142858
6396,412,6808,15.524271844660197
3288,404,3692,8.138613861386139
5970,271,6241,22.02952029520296
2573,486,3059,5.294238683127572
524,421,945,1.2446555819477434
3008,491,3499,6.126272912423625
1780,493,2273,3.610547667342799
355,344,699,1.0319767441860466
85,580,665,0.146551724137931
463,398,861,1.1633165829145728
4210,607,4817,6.9357495881383855
3298,26,3324,126.84615384615384
436,422,858,1.033175355450237
1383,264,1647,5.238636363636363
3782,495,4277,7.64040404040404
3195,766,3961,4.171018276762402
1346,446,1792,3.0179372197309418
913,125,1038,7.304
6150,446,6596,13.789237668161435
246,250,496,0.984
221,165,386,1.3393939393939394
6772,771,7543,8.783398184176395
1169,79,1248,14.79746835443038
976,334,1310,2.9221556886227544
1193,373,1566,3.1983914209115283
115,249,364,0.4618473895582329
59,521,580,0.1132437619961612
4030,960,4990,4.197916666666667
1149,1013,2162,1.134254689042448
1981,1006,2987,1.969184890656064
737413,390,737803,1890.802564102564
2758,801,3559,3.4431960049937578
108,36,144,3.0
908,554,1462,1.6389891696750902
104,285,389,0.3649122807017544
1653,536,2189,3.083955223880597
1037,3,1040,345.6666666666667
37,28,65,1.3214285714285714
4608,475,5083,9.701052631578948
558,256,814,2.1796875
2336,573,2909,4.076788830715532
4757,7,4764,679.5714285714286
3435,942,4377,3.646496815286624
85,66,151,1.2878787878787878
1516,83,1599,18.26506024096385
2361,181,2542,13.044198895027623
5772,357,6129,16.168067226890756
43,507,550,0.0848126232741617
1280,3,1283,426.6666666666667
575,301,876,1.910299003322259
1267,491,1758,2.580448065173116
1012,195,1207,5.18974358974359
5977,496,6473,12.050403225806452
3891,954,4845,4.078616352201258
2849,620,3469,4.59516129032258
2690,415,3105,6.481927710843373
728,834,1562,0.8729016786570744
5818,3,5821,1939.3333333333333
5382,465,5847,11.574193548387097
698,596,1294,1.1711409395973154
2287,617,2904,3.706645056726094
2086,659,2745,3.165402124430956
2578,290,2868,8.889655172413793
111,680,791,0.163235294117647
2942,422,3364,6.971563981042654
917,232,1149,3.952586206896552
2490,465,2955,5.354838709677419
2667,518,3185,5.148648648648648
675,29,704,23.27586206896552
2433,433,2866,5.618937644341801
5193,415,5608,12.513253012048192
6858,296,7154,23.16891891891892
1855,212,2067,8.75
269,275,544,0.9781818181818182
1742,526,2268,3.311787072243346
93,764,857,0.1217277486910994
469,295,764,1.5898305084745763
50,537,587,0.0931098696461825
20,76,96,0.2631578947368421
105,9,114,11.666666666666666
4888,39,4927,125.33333333333331
7003,503,7506,13.922465208747514
3850,480,4330,8.020833333333334
4809,419,5228,11.477326968973747
1549,127,1676,12.196850393700789
3862,33,3895,117.03030303030305
128,239,367,0.5355648535564853
17,35,52,0.4857142857142857
1351,881,2232,1.533484676503973
1209,862,2071,1.402552204176334
141,535,676,0.2635514018691589
748,751,1499,0.996005326231691
4859,532,5391,9.13345864661654
5766,152,5918,37.93421052631579
1387,52,1439,26.673076923076923
60,61,121,0.9836065573770492
919,57,976,16.12280701754386
2356,334,2690,7.053892215568863
495,569,1064,0.8699472759226714
3769,339,4108,11.117994100294986
998,362,1360,2.7569060773480665
7317,441,7758,16.591836734693878
4363,132,4495,33.053030303030305
2899,387,3286,7.490956072351421
186,594,780,0.3131313131313131
1879,336,2215,5.592261904761905
559,27,586,20.703703703703702
3501,468,3969,7.480769230769231
3438,427,3865,8.05152224824356
366,362,728,1.011049723756906
1328,758,2086,1.7519788918205803
3343,364,3707,9.184065934065934
55,352,407,0.15625
190,757,947,0.2509907529722589
67,250,317,0.268
5744,781,6525,7.354673495518566
229,136,365,1.6838235294117647
1879,382,2261,4.918848167539268
876,388,1264,2.2577319587628866
604,569,1173,1.0615114235500878
31,137,168,0.2262773722627737
7034,639,7673,11.007824726134585
2568,3,2571,856.0
31,927,958,0.0334412081984897
4978,328,5306,15.176829268292684
74,657,731,0.1126331811263318
877,3,880,292.3333333333333
4350,829,5179,5.247285886610374
1975,704,2679,2.805397727272727
219,858,1077,0.2552447552447552
3882,644,4526,6.027950310559007
706,358,1064,1.9720670391061448
1440,247,1687,5.82995951417004
1047,647,1694,1.6182380216383307
811,289,1100,2.8062283737024223
6513,804,7317,8.100746268656716
6816,424,7240,16.07547169811321
4572,110,4682,41.56363636363636
8,211,219,0.0379146919431279
6455,862,7317,7.488399071925754
2521,754,3275,3.343501326259947
1655,41,1696,40.36585365853659
739,230,969,3.213043478260869
2968,74,3042,40.108108108108105
3785,340,4125,11.132352941176473
524213,338,524551,1550.9260355029585
2891,417,3308,6.932853717026379
1077,277,1354,3.888086642599278
3612,761,4373,4.746386333771354
185,128,313,1.4453125
453,130,583,3.4846153846153847
1498,864,2362,1.7337962962962965
5112,215,5327,23.77674418604651
7628,182,7810,41.91208791208791
3912,307,4219,12.742671009771987
3884,917,4801,4.235550708833151
7333,466,7799,15.736051502145925
1182,938,2120,1.2601279317697227
1978,742,2720,2.665768194070081
7054,858,7912,8.221445221445222
5281,296,5577,17.841216216216218
3070,300,3370,10.233333333333333
853,323,1176,2.640866873065016
1956,417,2373,4.690647482014389
6558,76,6634,86.28947368421052
1738,212,1950,8.19811320754717
757,821,1578,0.9220462850182704
5423,345,5768,15.718840579710143
514,125,639,4.112
6935,870,7805,7.971264367816092
580,737,1317,0.7869742198100407
6833,698,7531,9.789398280802292
695,444,1139,1.5653153153153154
6080,475,6555,12.8
547,487,1034,1.1232032854209446
24,98,122,0.2448979591836734
3224,174,3398,18.528735632183903
2965,58,3023,51.12068965517241
5640,836,6476,6.746411483253588
5043,340,5383,14.83235294117647
1277,826,2103,1.546004842615012
390,110,500,3.5454545454545454
3980,487,4467,8.172484599589323
111,684,795,0.1622807017543859
2210,569,2779,3.884007029876977
10,506,516,0.0197628458498023
6214,3,6217,2071.333333333333
1910,682,2592,2.80058651026393
5594,929,6523,6.021528525296017
5990,386,6376,15.518134715025909
33,40,73,0.825
1028,561,1589,1.8324420677361848
2361,622,2983,3.79581993569132
3821,302,4123,12.6523178807947
11,474,485,0.0232067510548523
1989,919,2908,2.16430903155604
506,309,815,1.6375404530744335
351,603,954,0.582089552238806
2994,928,3922,3.226293103448276
1304,611,1915,2.134206219312602
3864,421,4285,9.178147268408551
3343,451,3794,7.412416851441241
5140,352,5492,14.602272727272728
109,428,537,0.2546728971962617
197,44,241,4.477272727272728
2797,938,3735,2.981876332622601
803,332,1135,2.4186746987951806
1614,217,1831,7.43778801843318
315,820,1135,0.3841463414634146
90,786,876,0.1145038167938931
3098,59,3157,52.50847457627118
5088,1000,6088,5.088
4201,838,5039,5.013126491646778
2643,117,2760,22.58974358974359
1610,629,2239,2.559618441971383
31,334,365,0.092814371257485
1111,337,1448,3.2967359050445104
2825,365,3190,7.739726027397261
110,697,807,0.157819225251076
907,715,1622,1.2685314685314686
2687,48,2735,55.97916666666666
3011,30,3041,100.36666666666666
3528,584,4112,6.041095890410959
4588,585,5173,7.842735042735042
3394,603,3997,5.628524046434494
6928,679,7607,10.20324005891016
5681,738,6419,7.697831978319783
9,51,60,0.1764705882352941
4504,388,4892,11.608247422680412
5734,522,6256,10.984674329501916
1594,519,2113,3.071290944123314
726,393,1119,1.847328244274809
735,50,785,14.7
118,427,545,0.2763466042154566
1481,428,1909,3.460280373831776
1428,458,1886,3.1179039301310043
4861,287,5148,16.937282229965156
7250,846,8096,8.569739952718676
4343,946,5289,4.590909090909091
4453,733,5186,6.075034106412005
2748,71,2819,38.70422535211268
2558,368,2926,6.951086956521739
288,364,652,0.7912087912087912
131,399,530,0.3283208020050125
1146,501,1647,2.287425149700599
4441,543,4984,8.178637200736649
2705,141,2846,19.18439716312057
1498,330,1828,4.539393939393939
3006,434,3440,6.926267281105991
6237,359,6596,17.37325905292479
1204,650,1854,1.852307692307692
5696,296,5992,19.24324324324324
2029,124,2153,16.362903225806452
5153,492,5645,10.473577235772357
3292,542,3834,6.07380073800738
5998,507,6505,11.830374753451675
4488,84,4572,53.42857142857143
190,47,237,4.042553191489362
1493,28,1521,53.32142857142857
261,230,491,1.1347826086956525
1516,723,2239,2.0968188105117567
1480,355,1835,4.169014084507042
164,151,315,1.086092715231788
1519,31,1550,49.0
2981,602,3583,4.951827242524917
6093,856,6949,7.117990654205608
19,488,507,0.0389344262295082
5194,773,5967,6.719275549805951
2890,131,3021,22.06106870229008
207,607,814,0.3410214168039538
36,503,539,0.0715705765407554
1350,963,2313,1.4018691588785046
2583,380,2963,6.797368421052632
3298,736,4034,4.480978260869565
4666,727,5393,6.418156808803301
723,3,726,241.0
2857,585,3442,4.883760683760684
1848,118,1966,15.66101694915254
6440,422,6862,15.260663507109005
22,1008,1030,0.0218253968253968
36,349,385,0.1031518624641833
1139,631,1770,1.8050713153724247
143,190,333,0.7526315789473684
201,420,621,0.4785714285714286
3460,495,3955,6.98989898989899
5668,804,6472,7.049751243781095
3995,875,4870,4.565714285714286
62,707,769,0.0876944837340877
3087,777,3864,3.972972972972973
884,586,1470,1.5085324232081911
136,89,225,1.5280898876404494
621,491,1112,1.264765784114053
552,316,868,1.7468354430379749
733,106,839,6.915094339622642
7399,505,7904,14.651485148514851
2219,626,2845,3.544728434504792
1099,809,1908,1.3584672435105067
3749,108,3857,34.71296296296296
6194,801,6995,7.732833957553058
830,71,901,11.690140845070422
3890,681,4571,5.7121879588839946
2310,523,2833,4.416826003824092
974,974,1948,1.0
2413,469,2882,5.144989339019189
1929,271,2200,7.118081180811808
2690,444,3134,6.058558558558558
2239,511,2750,4.38160469667319
845,791,1636,1.06826801517067
3242,360,3602,9.005555555555556
1011,217,1228,4.658986175115207
920,394,1314,2.33502538071066
2862,924,3786,3.0974025974025974
1516,83,1599,18.26506024096385
4740,130,4870,36.46153846153846
2242,761,3003,2.946123521681997
3623,139,3762,26.06474820143885
40,208,248,0.1923076923076923
2358,328,2686,7.189024390243903
868,441,1309,1.968253968253968
2075,327,2402,6.345565749235474
4065,448,4513,9.073660714285714
5521,521,6042,10.596928982725528
5053,458,5511,11.032751091703055
2511,912,3423,2.7532894736842106
3374,651,4025,5.182795698924731
1564,383,1947,4.0835509138381205
34,448,482,0.0758928571428571
1129,96,1225,11.760416666666666
26,212,238,0.1226415094339622
3610,300,3910,12.033333333333331
1329,620,1949,2.143548387096774
3168,591,3759,5.360406091370559
999,330,1329,3.027272727272728
6411,777,7188,8.250965250965251
4584,731,5315,6.270861833105335
2664,237,2901,11.240506329113924
2577,156,2733,16.51923076923077
22,339,361,0.0648967551622418
2891,648,3539,4.46141975308642
5841,76,5917,76.85526315789474
1970,478,2448,4.121338912133891
4802,33,4835,145.5151515151515
2643,117,2760,22.58974358974359
4629,38,4667,121.8157894736842
2461,793,3254,3.103404791929382
1509,261,1770,5.781609195402299
3581,551,4132,6.499092558983666
10,829,839,0.0120627261761158
343,11,354,31.181818181818183
34,60,94,0.5666666666666667
727,383,1110,1.8981723237597912
24,562,586,0.0427046263345195
1503,200,1703,7.515
1586,756,2342,2.0978835978835977
1457,95,1552,15.336842105263155
2689,375,3064,7.1706666666666665
7375,623,7998,11.837881219903691
6020,777,6797,7.747747747747748
371,152,523,2.4407894736842106
2776,735,3511,3.77687074829932
3048,461,3509,6.611713665943601
4001,728,4729,5.49587912087912
3865,497,4362,7.776659959758551
4293,328,4621,13.08841463414634
1089,304,1393,3.582236842105264
2279,997,3276,2.2858575727181543
3503,657,4160,5.331811263318112
5494,228,5722,24.09649122807017
148,30,178,4.933333333333334
3888,906,4794,4.291390728476821
444,597,1041,0.7437185929648241
1143,310,1453,3.687096774193548
6793,208,7001,32.65865384615385
290,3,293,96.66666666666669
118,96,214,1.2291666666666667
1014,81,1095,12.51851851851852
1204,256,1460,4.703125
1735,460,2195,3.771739130434783
1636,395,2031,4.141772151898734
5424,944,6368,5.745762711864407
419,39,458,10.743589743589745
691,77,768,8.974025974025974
1822,308,2130,5.915584415584416
4535,849,5384,5.341578327444052
1808,945,2753,1.9132275132275127
1007,417,1424,2.414868105515588
91,243,334,0.3744855967078189
1276,258,1534,4.945736434108527
1632,602,2234,2.7109634551495017
1228,206,1434,5.961165048543689
6366,382,6748,16.664921465968586
5923,496,6419,11.941532258064516
4798,233,5031,20.59227467811159
1861,672,2533,2.769345238095238
57,608,665,0.09375
5600,266,5866,21.05263157894737
2813,720,3533,3.906944444444445
3825,250,4075,15.3
934,954,1888,0.979035639412998
1315,791,2106,1.6624525916561317
1498,889,2387,1.68503937007874
6699,269,6968,24.903345724907066
53,944,997,0.0561440677966101
3763,397,4160,9.478589420654911
329,132,461,2.492424242424242
758,341,1099,2.222873900293255
2190,433,2623,5.0577367205542725
5466,1015,6481,5.385221674876847
276,304,580,0.9078947368421052
578,513,1091,1.1267056530214423
1929,441,2370,4.374149659863946
78,406,484,0.1921182266009852
487,376,863,1.2952127659574468
64,26,90,2.4615384615384617
839,314,1153,2.671974522292994
88,707,795,0.1244695898161244
1924,288,2212,6.680555555555555
687,555,1242,1.237837837837838
47,632,679,0.0743670886075949
1037,413,1450,2.5108958837772395
393,165,558,2.381818181818182
2432,748,3180,3.251336898395722
993,31,1024,32.03225806451613
6147,645,6792,9.530232558139534
1564,1003,2567,1.5593220338983051
975,178,1153,5.477528089887641
20,727,747,0.0275103163686382
1255,528,1783,2.3768939393939394
29,39,68,0.7435897435897436
69,109,178,0.6330275229357798
664,448,1112,1.4821428571428572
8001,3,8004,2667.0
209,294,503,0.7108843537414966
619,42,661,14.738095238095235
222,334,556,0.6646706586826348
3348,55,3403,60.87272727272728
505,386,891,1.3082901554404145
120,785,905,0.1528662420382165
1318,997,2315,1.3219658976930793
41,82,123,0.5
6947,48,6995,144.72916666666666
43,404,447,0.1064356435643564
1548,379,1927,4.084432717678101
1656,53,1709,31.245283018867923
3376,577,3953,5.8509532062391685
941,524,1465,1.795801526717557
1216,122,1338,9.9672131147541
54,219,273,0.2465753424657534
3665,280,3945,13.089285714285714
2712,705,3417,3.8468085106382977
1546,99,1645,15.616161616161616
1013,310,1323,3.267741935483871
3465,449,3914,7.717149220489977
189,191,380,0.9895287958115184
2456,197,2653,12.467005076142131
449,398,847,1.128140703517588
1002,62,1064,16.161290322580644
1960,236,2196,8.305084745762711
1636,626,2262,2.6134185303514377
2533,691,3224,3.665701881331404
6009,524,6533,11.467557251908396
5068,309,5377,16.401294498381876
80,617,697,0.1296596434359805
174,904,1078,0.1924778761061946
4976,647,5623,7.690880989180835
12,921,933,0.013029315960912
684,702,1386,0.9743589743589745
808,530,1338,1.5245283018867926
1222,1005,2227,1.2159203980099502
462,655,1117,0.7053435114503817
7395,688,8083,10.748546511627907
1660,966,2626,1.718426501035197
1476,448,1924,3.294642857142857
119,653,772,0.1822358346094946
1154,562,1716,2.0533807829181496
3761,52,3813,72.32692307692308
1262,447,1709,2.8232662192393736
5685,541,6226,10.508317929759704
20,360,380,0.0555555555555555
30,330,360,0.0909090909090909
3590,963,4553,3.727933541017653
4730,785,5515,6.025477707006369
77,24,101,3.208333333333333
4832,248,5080,19.483870967741936
3896,314,4210,12.40764331210191
741,288,1029,2.5729166666666665
6910,623,7533,11.091492776886035
416,59,475,7.050847457627119
485,722,1207,0.6717451523545707
1544,447,1991,3.4541387024608503
620,284,904,2.183098591549296
1089,484,1573,2.25
3631,874,4505,4.154462242562929
891,444,1335,2.006756756756757
119,943,1062,0.1261930010604454
753,412,1165,1.827669902912621
2513,208,2721,12.08173076923077
2424,194,2618,12.494845360824742
7042,517,7559,13.620889748549324
257,58,315,4.431034482758621
6615,225,6840,29.4
2378,568,2946,4.186619718309859
831,502,1333,1.655378486055777
560,456,1016,1.2280701754385963
1918,407,2325,4.712530712530713
5898,752,6650,7.843085106382978
1450,931,2381,1.5574650912996777
5742,215,5957,26.706976744186047
5053,331,5384,15.265861027190333
2764,37,2801,74.70270270270271
2725,370,3095,7.364864864864865
803,174,977,4.614942528735632
1617,848,2465,1.9068396226415087
4859,882,5741,5.50907029478458
7137,466,7603,15.315450643776824
72,698,770,0.1031518624641833
1897,317,2214,5.98422712933754
1633,302,1935,5.4072847682119205
682,727,1409,0.938101788170564
791,628,1419,1.2595541401273886
33,565,598,0.0584070796460177
85,66,151,1.2878787878787878
1962,115,2077,17.06086956521739
2328,306,2634,7.607843137254902
3346,67,3413,49.940298507462686
152,291,443,0.5223367697594502
3100,446,3546,6.95067264573991
2635,713,3348,3.695652173913044
46,577,623,0.0797227036395147
2387,94,2481,25.3936170212766
2807,422,3229,6.651658767772512
470,107,577,4.392523364485982
7154,325,7479,22.012307692307694
6287,490,6777,12.83061224489796
1554,344,1898,4.517441860465116
7215,174,7389,41.46551724137931
6824,448,7272,15.232142857142858
1096,683,1779,1.6046852122986823
6868,37,6905,185.6216216216216
26,432,458,0.0601851851851851
1810,314,2124,5.764331210191083
627,963,1590,0.6510903426791277
3377,344,3721,9.81686046511628
424,131,555,3.236641221374046
2048,338,2386,6.059171597633136
6572,560,7132,11.735714285714286
30,632,662,0.0474683544303797
3276,368,3644,8.902173913043478
46,69,115,0.6666666666666666
2591,179,2770,14.474860335195531
6051,945,6996,6.403174603174604
1815,591,2406,3.071065989847716
2673,504,3177,5.303571428571429
79,844,923,0.0936018957345971
3294,701,3995,4.699001426533523
949,90,1039,10.544444444444444
209,659,868,0.3171471927162367
4144,389,4533,10.652956298200516
6619,867,7486,7.6343713956170705
468,284,752,1.647887323943662
645,242,887,2.665289256198347
2013,327,2340,6.155963302752293
2495,390,2885,6.397435897435898
2980,727,3707,4.099037138927097
845,168,1013,5.029761904761905
1947,316,2263,6.161392405063292
471,70,541,6.728571428571429
4490,609,5099,7.372742200328407
490,213,703,2.300469483568075
30,679,709,0.0441826215022091
985,72,1057,13.680555555555555
4197,548,4745,7.658759124087592
310,774,1084,0.4005167958656331
34,930,964,0.0365591397849462
1714,467,2181,3.670235546038544
2235,732,2967,3.05327868852459
1222,627,1849,1.94896331738437
617,973,1590,0.6341212744090442
203,173,376,1.1734104046242777
1348,721,2069,1.869625520110957
542,535,1077,1.0130841121495326
4178,803,4981,5.202988792029888
7192,81,7273,88.79012345679013
693,696,1389,0.9956896551724138
653,326,979,2.003067484662577
4796,123,4919,38.99186991869919
281,108,389,2.601851851851852
2120,397,2517,5.340050377833753
5921,376,6297,15.747340425531917
17,983,1000,0.017293997965412
1123,619,1742,1.81421647819063
2549,216,2765,11.800925925925926
7663,72,7735,106.43055555555556
1505,606,2111,2.483498349834984
47,58,105,0.8103448275862069
6,17,23,0.3529411764705882
258,509,767,0.5068762278978389
5571,174,5745,32.01724137931034
2660,620,3280,4.290322580645161
4828,1007,5835,4.794438927507448
511,353,864,1.4475920679886685
4657,654,5311,7.120795107033639
515,3,518,171.66666666666666
930,239,1169,3.8912133891213374
4154,103,4257,40.33009708737864
1879,714,2593,2.6316526610644257
6881,530,7411,12.983018867924528
