num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
1482,709,2191,2.090267983074753
85,66,151,1.2878787878787878
2727,685,3412,3.9810218978102174
44,534,578,0.0823970037453183
242,432,674,0.5601851851851852
427589,808,428397,529.1943069306931
1005,438,1443,2.294520547945205
1349,771,2120,1.7496757457846952
79,954,1033,0.0828092243186582
1683,542,2225,3.1051660516605164
2389,22,2411,108.5909090909091
400903,289,401192,1387.2076124567477
2627,444,3071,5.916666666666667
436,458,894,0.9519650655021834
5188,497,5685,10.438631790744466
845,475,1320,1.7789473684210526
3712,792,4504,4.686868686868687
1818,471,2289,3.859872611464968
7467,477,7944,15.654088050314463
3235,178,3413,18.174157303370787
4098,549,4647,7.46448087431694
3481,372,3853,9.35752688172043
2336,832,3168,2.8076923076923075
7379,329,7708,22.428571428571427
2266,320,2586,7.08125
4367,72,4439,60.65277777777778
6093,856,6949,7.117990654205608
38,557,595,0.0682226211849192
7838,149,7987,52.604026845637584
44,605,649,0.0727272727272727
3760,475,4235,7.91578947368421
4047,265,4312,15.271698113207549
149,368,517,0.4048913043478261
2442,947,3389,2.578669482576557
1046,212,1258,4.933962264150943
282,290,572,0.9724137931034482
5617,102,5719,55.0686274509804
13,802,815,0.0162094763092269
6060,344,6404,17.61627906976744
905,191,1096,4.738219895287958
2092,991,3083,2.1109989909182643
42,860,902,0.0488372093023255
4865,466,5331,10.439914163090128
715,300,1015,2.3833333333333333
263,369,632,0.7127371273712737
15,544,559,0.0275735294117647
917,149,1066,6.154362416107382
3484,349,3833,9.982808022922637
4072,137,4209,29.72262773722628
4685,257,4942,18.2295719844358
4748,136,4884,34.911764705882355
1573,560,2133,2.8089285714285714
1799,274,2073,6.565693430656935
221,165,386,1.3393939393939394
376,465,841,0.8086021505376344
222,189,411,1.1746031746031746
622,652,1274,0.9539877300613496
5223,655,5878,7.974045801526717
946,335,1281,2.823880597014925
930,239,1169,3.8912133891213374
421,482,903,0.8734439834024896
3550,529,4079,6.710775047258979
6126,271,6397,22.60516605166052
409115,423,409538,967.1749408983452
53,508,561,0.1043307086614173
2571,212,2783,12.12735849056604
1309,43,1352,30.44186046511628
276,596,872,0.4630872483221476
871,513,1384,1.6978557504873295
880,389,1269,2.2622107969151672
3241,470,3711,6.895744680851064
3271,966,4237,3.386128364389234
51,165,216,0.3090909090909091
2202,264,2466,8.340909090909092
7037,414,7451,16.997584541062803
550,67,617,8.208955223880597
2283,287,2570,7.954703832752613
959,15,974,63.93333333333333
3136,167,3303,18.77844311377245
6276,498,6774,12.602409638554215
73,28,101,2.607142857142857
6434,851,7285,7.560517038777908
439,124,563,3.540322580645161
2361,181,2542,13.044198895027623
4364,279,4643,15.6415770609319
1039,673,1712,1.5438335809806836
5271,331,5602,15.924471299093655
150320,640,150960,234.875
2896,524,3420,5.526717557251908
2025,268,2293,7.5559701492537314
7256,305,7561,23.79016393442623
767,471,1238,1.6284501061571126
57,32,89,1.78125
75,87,162,0.8620689655172413
4796,505,5301,9.497029702970297
2556,919,3475,2.7812840043525573
96,647,743,0.1483771251931993
1620,303,1923,5.346534653465347
1633,302,1935,5.4072847682119205
3426,229,3655,14.960698689956333
344,500,844,0.688
2058,413,2471,4.983050847457627
117,158,275,0.740506329113924
4962,821,5783,6.043848964677223
2941,181,3122,16.248618784530386
821,276,1097,2.9746376811594204
6266,413,6679,15.171912832929785
5714,312,6026,18.31410256410257
381803,630,382433,606.036507936508
2667,518,3185,5.148648648648648
1692,817,2509,2.0709914320685434
98,11,109,8.909090909090908
5721,367,6088,15.588555858310627
4718,468,5186,10.08119658119658
2968,491,3459,6.044806517311609
2762,391,3153,7.063938618925831
129,17,146,7.588235294117647
4222,751,4973,5.621837549933422
6572,560,7132,11.735714285714286
1594,772,2366,2.064766839378238
2125,619,2744,3.4329563812600967
4740,130,4870,36.46153846153846
685,453,1138,1.5121412803532008
171,432,603,0.3958333333333333
1502,743,2245,2.0215343203230147
5412,812,6224,6.665024630541872
3007,848,3855,3.545990566037736
1424,229,1653,6.218340611353712
488,207,695,2.357487922705314
3933,143,4076,27.503496503496503
6951,1005,7956,6.916417910447761
987,135,1122,7.311111111111111
5288,204,5492,25.92156862745098
5174,26,5200,199.0
1949,973,2922,2.0030832476875644
26,428,454,0.0607476635514018
2726,225,2951,12.115555555555556
488,919,1407,0.5310119695321001
98,46,144,2.130434782608696
902,231,1133,3.9047619047619047
2597,518,3115,5.013513513513513
5447,414,5861,13.157004830917874
122434,720,123154,170.04722222222222
672,503,1175,1.3359840954274351
48,570,618,0.0842105263157894
3542,655,4197,5.407633587786259
2003,734,2737,2.7288828337874658
830,609,1439,1.3628899835796386
80,465,545,0.1720430107526881
2061,158,2219,13.044303797468354
1336,305,1641,4.380327868852459
5103,379,5482,13.464379947229553
7154,325,7479,22.012307692307694
1229,183,1412,6.715846994535519
1029,584,1613,1.7619863013698631
70,384,454,0.1822916666666666
3033,201,3234,15.08955223880597
6385,586,6971,10.895904436860068
2046,546,2592,3.7472527472527473
22,783,805,0.0280970625798212
231,29,260,7.9655172413793105
2111,784,2895,2.6926020408163267
6866,414,7280,16.584541062801932
80,617,697,0.1296596434359805
4119,701,4820,5.875891583452211
3111,47,3158,66.19148936170212
3590,81,3671,44.32098765432099
1516,481,1997,3.151767151767152
1119,63,1182,17.761904761904763
5542,397,5939,13.959697732997482
3701,557,4258,6.644524236983842
6642,72,6714,92.25
480,425,905,1.1294117647058823
380,463,843,0.8207343412526998
6698,771,7469,8.687418936446173
984,187,1171,5.262032085561497
5002,727,5729,6.880330123796424
1628,93,1721,17.50537634408602
3230,409,3639,7.897310513447433
356,184,540,1.934782608695652
4344,397,4741,10.94206549118388
4623,392,5015,11.793367346938776
33,565,598,0.0584070796460177
272,143,415,1.902097902097902
2420,119,2539,20.33613445378151
782,478,1260,1.6359832635983265
702,207,909,3.391304347826087
852,532,1384,1.6015037593984962
1959,290,2249,6.755172413793104
6996,412,7408,16.980582524271846
613,208,821,2.9471153846153846
730,512,1242,1.42578125
5059,184,5243,27.494565217391305
35,162,197,0.2160493827160493
4275,174,4449,24.56896551724138
1870,348,2218,5.373563218390805
438,187,625,2.342245989304813
1049,202,1251,5.193069306930693
816,795,1611,1.0264150943396226
1531,372,1903,4.115591397849462
5446,784,6230,6.946428571428571
2274,600,2874,3.79
5096,38,5134,134.10526315789474
852,412,1264,2.067961165048544
56,958,1014,0.0584551148225469
2413,469,2882,5.144989339019189
600,648,1248,0.925925925925926
2333,175,2508,13.331428571428573
5818,3,5821,1939.3333333333333
2392,47,2439,50.8936170212766
724,984,1708,0.7357723577235772
989,200,1189,4.945
1026,478,1504,2.146443514644352
521,289,810,1.8027681660899653
2261,364,2625,6.211538461538462
7753,282,8035,27.49290780141844
4104,746,4850,5.501340482573727
1039,642,1681,1.618380062305296
2235,732,2967,3.05327868852459
3855,222,4077,17.364864864864863
4299,833,5132,5.160864345738295
3154,141,3295,22.368794326241133
1127,34,1161,33.14705882352941
5696,296,5992,19.24324324324324
2247,302,2549,7.440397350993377
2111,77,2188,27.415584415584416
3394,17,3411,199.64705882352945
6311,526,6837,11.99809885931559
308,386,694,0.7979274611398963
839718,766,840484,1096.237597911227
3547,907,4454,3.910694597574421
6295,505,6800,12.465346534653465
23,595,618,0.0386554621848739
50,444,494,0.1126126126126126
4927,463,5390,10.6414686825054
31,489,520,0.0633946830265848
2430,474,2904,5.1265822784810124
99,50,149,1.98
33,789,822,0.0418250950570342
2946,266,3212,11.075187969924812
5098,357,5455,14.280112044817928
572,394,966,1.4517766497461928
489,244,733,2.0040983606557377
41,179,220,0.2290502793296089
4896,815,5711,6.007361963190184
3724,554,4278,6.722021660649819
3538,708,4246,4.997175141242938
885,591,1476,1.49746192893401
4218,1016,5234,4.151574803149607
2060,568,2628,3.6267605633802815
2031,340,2371,5.973529411764706
1911,1017,2928,1.87905604719764
5770,434,6204,13.294930875576036
640349,519,640868,1233.8131021194606
89,578,667,0.1539792387543252
6570,133,6703,49.3984962406015
3225,1002,4227,3.218562874251497
4353,81,4434,53.74074074074074
223,215,438,1.0372093023255815
1168,362,1530,3.226519337016575
2111,368,2479,5.736413043478261
3613,48,3661,75.27083333333333
1791,943,2734,1.899257688229056
2432,530,2962,4.588679245283019
4528,818,5346,5.5354523227383865
6215,836,7051,7.434210526315789
513,353,866,1.453257790368272
6519,135,6654,48.28888888888889
2736,1011,3747,2.706231454005935
521,289,810,1.8027681660899653
329,349,678,0.9426934097421203
706,590,1296,1.1966101694915254
3465,496,3961,6.985887096774194
6027,661,6688,9.118003025718608
83,339,422,0.2448377581120944
1415,467,1882,3.0299785867237685
799,316,1115,2.528481012658228
773,53,826,14.58490566037736
2420,1019,3439,2.3748773307163886
2710,245,2955,11.06122448979592
409,1017,1426,0.4021632251720747
386,420,806,0.919047619047619
2962,3,2965,987.3333333333334
43,404,447,0.1064356435643564
12,460,472,0.0260869565217391
736,794,1530,0.9269521410579346
400772,470,401242,852.7063829787234
2526,174,2700,14.517241379310343
4090,188,4278,21.75531914893617
2109,276,2385,7.641304347826087
4387,676,5063,6.489644970414201
837,290,1127,2.886206896551724
1007,230,1237,4.378260869565217
287,721,1008,0.3980582524271844
6011,555,6566,10.830630630630631
1220,933,2153,1.307609860664523
518,129,647,4.015503875968992
1592,393,1985,4.0508905852417305
2372,86,2458,27.58139534883721
3416,142,3558,24.056338028169016
1059,616,1675,1.719155844155844
2966,292,3258,10.157534246575343
5841,76,5917,76.85526315789474
5799,283,6082,20.49116607773852
1999,401,2400,4.985037406483791
9,421,430,0.0213776722090261
1795,284,2079,6.320422535211268
129,640,769,0.2015625
2438,406,2844,6.004926108374384
3298,497,3795,6.635814889336016
138,169,307,0.8165680473372781
728,628,1356,1.1592356687898089
2852,873,3725,3.2668957617411225
3873,339,4212,11.424778761061948
61,784,845,0.0778061224489796
1122,363,1485,3.090909090909091
1693,222,1915,7.626126126126126
6513,804,7317,8.100746268656716
3933,701,4634,5.61055634807418
7365,508,7873,14.498031496062993
5996,254,6250,23.606299212598422
225,125,350,1.8
2610,406,3016,6.428571428571429
379,264,643,1.4356060606060606
723,223,946,3.242152466367713
2799,22,2821,127.22727272727272
2826,740,3566,3.818918918918919
68,748,816,0.0909090909090909
4875,492,5367,9.908536585365852
2545,875,3420,2.9085714285714284
700,632,1332,1.1075949367088609
20,664,684,0.0301204819277108
1180,1022,2202,1.1545988258317026
5620,579,6199,9.706390328151986
746,224,970,3.330357142857143
3702,491,4193,7.539714867617108
38,2,40,19.0
559,27,586,20.703703703703702
1566,353,1919,4.436260623229462
2558,208,2766,12.298076923076923
2346,738,3084,3.178861788617886
6218,215,6433,28.92093023255814
1763,412,2175,4.279126213592233
5984,538,6522,11.12267657992565
697,740,1437,0.941891891891892
720,797,1517,0.903387703889586
462,389,851,1.1876606683804627
1001,793,1794,1.2622950819672132
262,109,371,2.403669724770642
1659,915,2574,1.8131147540983608
3785,612,4397,6.184640522875817
2361,181,2542,13.044198895027623
660,225,885,2.933333333333333
2400,604,3004,3.9735099337748334
6069,64,6133,94.828125
7456,284,7740,26.253521126760564
1887,469,2356,4.023454157782516
1988,503,2491,3.952286282306163
316066,738,316804,428.27371273712737
162,692,854,0.2341040462427745
1577,10,1587,157.7
23,428,451,0.0537383177570093
2585,551,3136,4.691470054446461
615,503,1118,1.2226640159045723
2793,318,3111,8.783018867924529
411,161,572,2.5527950310559007
905532,741,906273,1222.0404858299596
114,637,751,0.1789638932496075
1934,25,1959,77.36
3254,865,4119,3.7618497109826574
146,923,1069,0.1581798483206934
5540,398,5938,13.919597989949748
1281,135,1416,9.488888888888887
682,727,1409,0.938101788170564
276,549,825,0.5027322404371585
2242,795,3037,2.820125786163522
2137,624,2761,3.4246794871794872
764,49,813,15.591836734693878
1947,321,2268,6.065420560747664
1879,336,2215,5.592261904761905
2287,719,3006,3.180806675938804
2683,448,3131,5.988839285714286
2631,502,3133,5.241035856573705
3214,672,3886,4.782738095238095
2485,582,3067,4.269759450171821
4639,229,4868,20.25764192139738
614,275,889,2.232727272727273
4278,259,4537,16.517374517374517
327121,327,327448,1000.3700305810396
152,40,192,3.8
10,599,609,0.01669449081803
220,392,612,0.5612244897959183
13,97,110,0.134020618556701
7342,534,7876,13.749063670411983
36,599,635,0.0601001669449081
398279,914,399193,435.75382932166303
79,627,706,0.1259968102073365
7,397,404,0.017632241813602
78,616,694,0.1266233766233766
3160,936,4096,3.376068376068376
2438,380,2818,6.41578947368421
1160,309,1469,3.7540453074433655
2170,562,2732,3.861209964412812
1547,682,2229,2.268328445747801
168,209,377,0.8038277511961722
604,569,1173,1.0615114235500878
16,545,561,0.0293577981651376
4441,103,4544,43.11650485436893
3578,731,4309,4.894664842681259
26,100,126,0.26
191,218,409,0.8761467889908257
279,130,409,2.146153846153846
3717,701,4418,5.302425106990015
2681,540,3221,4.964814814814815
3855,464,4319,8.308189655172415
1555,391,1946,3.976982097186701
633,145,778,4.36551724137931
3890,544,4434,7.150735294117647
2153,400,2553,5.3825
13,330,343,0.0393939393939393
611,994,1605,0.6146881287726358
1304,611,1915,2.134206219312602
52,47,99,1.1063829787234043
822,972,1794,0.845679012345679
3503,545,4048,6.427522935779817
55,856,911,0.0642523364485981
5140,352,5492,14.602272727272728
5486,460,5946,11.92608695652174
1702,540,2242,3.151851851851852
1237,209,1446,5.91866028708134
414,81,495,5.111111111111111
395,75,470,5.266666666666667
646,566,1212,1.1413427561837457
22,847,869,0.0259740259740259
2111,212,2323,9.95754716981132
105,95,200,1.105263157894737
5815,431,6246,13.491879350348029
3651,871,4522,4.191733639494833
38,78,116,0.4871794871794871
4144,468,4612,8.854700854700855
163240,126,163366,1295.5555555555557
985,275,1260,3.581818181818182
175142,112,175254,1563.767857142857
3174,47,3221,67.53191489361703
2144,199,2343,10.773869346733669
1591,196,1787,8.11734693877551
2220,631,2851,3.518225039619652
6,208,214,0.0288461538461538
93,91,184,1.021978021978022
719,391,1110,1.8388746803069047
2737,592,3329,4.6233108108108105
137,762,899,0.1797900262467191
799,489,1288,1.6339468302658486
5582,84,5666,66.45238095238095
639,1024,1663,0.6240234375
658,411,1069,1.6009732360097324
1974,357,2331,5.529411764705882
1329,620,1949,2.143548387096774
3106,357,3463,8.700280112044817
147,188,335,0.7819148936170213
182,80,262,2.275
46,466,512,0.0987124463519313
1702,256,1958,6.6484375
445,440,885,1.0113636363636365
2151,769,2920,2.797139141742522
704,671,1375,1.0491803278688523
2167,461,2628,4.700650759219089
3523,319,3842,11.043887147335424
22,312,334,0.0705128205128205
226,140,366,1.6142857142857143
3564,444,4008,8.027027027027026
983,460,1443,2.13695652173913
311,51,362,6.098039215686274
587055,556,587611,1055.854316546763
476,66,542,7.212121212121212
1987,257,2244,7.731517509727626
1423,232,1655,6.133620689655173
182,519,701,0.350674373795761
835,324,1159,2.5771604938271606
524213,338,524551,1550.9260355029585
118,814,932,0.1449631449631449
2275,1000,3275,2.275
2031,246,2277,8.25609756097561
5106,915,6021,5.580327868852459
3227,891,4118,3.621773288439955
3988,1021,5009,3.905974534769834
218,453,671,0.4812362030905077
6211,121,6332,51.33057851239669
1656,53,1709,31.245283018867923
2268,129,2397,17.58139534883721
398,781,1179,0.5096030729833547
2572,387,2959,6.645994832041343
3221,625,3846,5.1536
4375,379,4754,11.54353562005277
108,137,245,0.7883211678832117
759,406,1165,1.8694581280788176
870,227,1097,3.8325991189427313
4493,159,4652,28.257861635220127
190,26,216,7.3076923076923075
5992,664,6656,9.024096385542167
1428,290,1718,4.924137931034482
5213,938,6151,5.5575692963752665
4584,726,5310,6.31404958677686
1847,868,2715,2.127880184331797
1521,991,2512,1.5348133198789102
3475,610,4085,5.69672131147541
11,673,684,0.0163447251114413
1720,638,2358,2.695924764890282
40,772,812,0.0518134715025906
1703,387,2090,4.4005167958656335
2794,292,3086,9.568493150684931
270,74,344,3.6486486486486487
5027,512,5539,9.818359375
44,21,65,2.095238095238096
5600,266,5866,21.05263157894737
4148,304,4452,13.644736842105264
408,414,822,0.9855072463768116
2949,509,3458,5.793713163064833
849,593,1442,1.4317032040472175
2736,1011,3747,2.706231454005935
2106,466,2572,4.51931330472103
176,627,803,0.2807017543859649
2762,433,3195,6.378752886836028
297,406,703,0.7315270935960592
4773,598,5371,7.981605351170568
1398,245,1643,5.706122448979592
423,309,732,1.3689320388349515
288,13,301,22.15384615384616
2232,700,2932,3.1885714285714286
6655,206,6861,32.30582524271845
2996,328,3324,9.134146341463415
6104,377,6481,16.190981432360743
489,362,851,1.350828729281768
540,529,1069,1.0207939508506616
694,365,1059,1.9013698630136984
211,868,1079,0.2430875576036866
29,528,557,0.0549242424242424
3314,647,3961,5.12210200927357
479791,375,480166,1279.4426666666666
798,645,1443,1.2372093023255817
1818,471,2289,3.859872611464968
23,424,447,0.0542452830188679
5335,775,6110,6.883870967741935
907,715,1622,1.2685314685314686
970,219,1189,4.429223744292237
98,598,696,0.1638795986622073
1323,919,2242,1.439608269858542
2126,445,2571,4.777528089887641
6155,883,7038,6.970554926387316
963,396,1359,2.4318181818181817
145,723,868,0.2005532503457814
2183,385,2568,5.67012987012987
514,118,632,4.3559322033898304
1215,251,1466,4.840637450199203
538,73,611,7.36986301369863
3354,690,4044,4.860869565217391
417,302,719,1.380794701986755
2021,844,2865,2.394549763033176
1302,171,1473,7.614035087719298
3232,782,4014,4.132992327365729
2288,929,3217,2.46286329386437
249,137,386,1.8175182481751824
2,24,26,0.0833333333333333
307,454,761,0.6762114537444934
1362,609,1971,2.2364532019704435
13,411,424,0.0316301703163017
820,688,1508,1.191860465116279
7574,266,7840,28.473684210526315
3240,451,3691,7.184035476718403
9,50,59,0.18
3264,437,3701,7.469107551487414
1028,131,1159,7.847328244274809
1100,481,1581,2.286902286902287
7505,86,7591,87.26744186046511
1803,233,2036,7.738197424892704
3191,421,3612,7.57957244655582
2069,178,2247,11.623595505617978
2568,293,2861,8.764505119453926
7608,278,7886,27.366906474820144
1697,894,2591,1.8982102908277405
1816,136,1952,13.352941176470589
3211,365,3576,8.797260273972602
6844,139,6983,49.23741007194245
2456,453,2909,5.421633554083885
1937,348,2285,5.566091954022989
19,3,22,6.333333333333333
3760,88,3848,42.72727272727273
1535,381,1916,4.028871391076115
6118,1019,7137,6.003925417075564
53,350,403,0.1514285714285714
57,903,960,0.0631229235880398
6392,867,7259,7.372549019607843
2232,255,2487,8.75294117647059
73,637,710,0.1145996860282574
568,56,624,10.142857142857142
2973,358,3331,8.304469273743017
2422,638,3060,3.7962382445141065
339,163,502,2.079754601226994
2875,338,3213,8.505917159763314
6537,190,6727,34.40526315789474
3557,506,4063,7.029644268774703
1453,652,2105,2.228527607361963
665,104,769,6.394230769230769
1343,412,1755,3.2597087378640777
523,61,584,8.573770491803279
6181,344,6525,17.968023255813954
2389,624,3013,3.828525641025641
205214,392,205606,523.5051020408164
40,777,817,0.0514800514800514
28,269,297,0.104089219330855
1990,308,2298,6.461038961038961
7,177,184,0.03954802259887
261,2,263,130.5
2415,75,2490,32.2
1916,525,2441,3.6495238095238096
7274,472,7746,15.41101694915254
1586,756,2342,2.0978835978835977
1246,334,1580,3.730538922155689
1505,268,1773,5.615671641791045
131,198,329,0.6616161616161617
4897,537,5434,9.119180633147112
237,74,311,3.202702702702702
3792,854,4646,4.4402810304449645
5408,117,5525,46.22222222222222
2852,969,3821,2.9432404540763675
11,65,76,0.1692307692307692
2236,480,2716,4.658333333333333
1530,350,1880,4.371428571428571
572,575,1147,0.9947826086956522
1129,164,1293,6.884146341463414
1070,349,1419,3.0659025787965617
36,194,230,0.1855670103092783
4666,727,5393,6.418156808803301
163,420,583,0.3880952380952381
213,779,992,0.2734274711168164
607,1019,1626,0.5956820412168793
595,629,1224,0.945945945945946
19,361,380,0.0526315789473684
1921,941,2862,2.0414452709883104
1125,579,1704,1.9430051813471505
1244,467,1711,2.663811563169165
1632,602,2234,2.7109634551495017
1772,95,1867,18.652631578947368
2749,874,3623,3.145308924485126
1573,537,2110,2.9292364990689013
39,371,410,0.105121293800539
1806,638,2444,2.830721003134796
758,341,1099,2.222873900293255
1231,3,1234,410.3333333333333
27,890,917,0.0303370786516853
6948,61,7009,113.90163934426228
37,28,65,1.3214285714285714
5745,993,6738,5.785498489425982
2908,733,3641,3.967257844474761
237,320,557,0.740625
814,338,1152,2.408284023668639
3892,82,3974,47.46341463414634
403,433,836,0.930715935334873
6407,457,6864,14.01969365426696
2767,210,2977,13.176190476190476
387,426,813,0.908450704225352
3306,521,3827,6.345489443378119
2628,975,3603,2.6953846153846155
24,639,663,0.0375586854460093
37,582,619,0.063573883161512
2824,679,3503,4.159057437407953
983,57,1040,17.24561403508772
6428,331,6759,19.41993957703928
25,547,572,0.0457038391224862
1850,358,2208,5.167597765363128
4865,466,5331,10.439914163090128
10,593,603,0.0168634064080944
6479,127,6606,51.01574803149607
79,531,610,0.1487758945386064
3714,171,3885,21.71929824561404
344,157,501,2.1910828025477707
1023,497,1520,2.058350100603622
671,273,944,2.457875457875458
41,89,130,0.4606741573033708
1500,612,2112,2.450980392156863
5043,340,5383,14.83235294117647
5882,866,6748,6.7921478060046185
3801,292,4093,13.017123287671232
1700,465,2165,3.655913978494624
563,184,747,3.0597826086956523
5533,861,6394,6.426248548199768
822751,356,823107,2311.098314606741
377,330,707,1.1424242424242423
1646,600,2246,2.743333333333333
5494,347,5841,15.8328530259366
504,403,907,1.250620347394541
6828,528,7356,12.931818181818182
9,51,60,0.1764705882352941
5837,98,5935,59.56122448979592
1041,165,1206,6.3090909090909095
332,678,1010,0.4896755162241888
130,37,167,3.5135135135135136
2880,335,3215,8.597014925373134
505,221,726,2.285067873303168
5694,502,6196,11.342629482071713
1212,154,1366,7.87012987012987
62,820,882,0.0756097560975609
262,129,391,2.031007751937985
846,17,863,49.76470588235294
93,530,623,0.1754716981132075
1556,118,1674,13.186440677966102
414,215,629,1.9255813953488368
6279,591,6870,10.624365482233502
6804,265,7069,25.675471698113206
3188,368,3556,8.66304347826087
1573,560,2133,2.8089285714285714
1592,393,1985,4.0508905852417305
2414,528,2942,4.571969696969697
12,454,466,0.026431718061674
548,396,944,1.383838383838384
4867,303,5170,16.062706270627064
497,537,1034,0.925512104283054
6314,506,6820,12.478260869565217
19,578,597,0.0328719723183391
24,495,519,0.0484848484848484
2612,563,3175,4.63943161634103
217,831,1048,0.2611311672683514
7046,63,7109,111.84126984126983
27,202,229,0.1336633663366336
916,926,1842,0.9892008639308856
404,733,1137,0.5511596180081856
6863,284,7147,24.16549295774648
51,384,435,0.1328125
4424,496,4920,8.919354838709678
722204,302,722506,2391.4039735099336
6903,382,7285,18.07068062827225
7399,201,7600,36.81094527363184
1375,719,2094,1.9123783031988872
887,215,1102,4.125581395348838
142,379,521,0.3746701846965699
2653,855,3508,3.102923976608188
1548,249,1797,6.216867469879518
1655,41,1696,40.36585365853659
463,398,861,1.1633165829145728
6968,274,7242,25.43065693430657
1727,817,2544,2.1138310893512853
6451,349,6800,18.484240687679083
611,423,1034,1.4444444444444444
981,976,1957,1.0051229508196722
1928,570,2498,3.382456140350877
1398,693,2091,2.017316017316017
188,290,478,0.6482758620689655
2979,166,3145,17.94578313253012
646,456,1102,1.4166666666666667
484,706,1190,0.6855524079320113
1656,351,2007,4.717948717948718
540,550,1090,0.9818181818181818
4299,537,4836,8.005586592178771
2302,642,2944,3.585669781931464
79,92,171,0.8586956521739131
3932,441,4373,8.91609977324263
2952,672,3624,4.392857142857143
5310,485,5795,10.948453608247425
640,422,1062,1.5165876777251184
575,13,588,44.23076923076923
1122,488,1610,2.2991803278688523
307476,157,307633,1958.4458598726117
2190,433,2623,5.0577367205542725
4144,967,5111,4.285418821096174
2037,284,2321,7.172535211267606
3646,308,3954,11.837662337662335
6201,119,6320,52.109243697479
